06-26-2025 19:56:18.342,-,API2,"Sink 1,0013A20041839DB1,802.15.4 TH,2003,/dev/ttyUSB0 - 57600/8/M/1/N,1,46"

06-26-2025 19:55:43.980,0,RECV,7E000F81000430024E343030302D4A56364EE5
06-26-2025 19:55:43.980,1,RECV,7E000F8100022B024E323030302D5947484DDD
06-26-2025 19:55:43.994,2,RECV,7E000F8100031C024E333030302D344146570D
06-26-2025 19:55:43.994,3,RECV,7E000F81000120024E313030302D595630350B
06-26-2025 19:55:44.080,4,RECV,7E000F81000430024E343030312D4E364543FC
06-26-2025 19:55:44.080,5,RECV,7E000F8100022C024E323030312D4C455744E4
06-26-2025 19:55:44.080,6,RECV,7E000F8100031C024E333030312D474A4C3110
06-26-2025 19:55:44.080,7,RECV,7E000F81000120024E313030312D37514556FB
06-26-2025 19:55:44.180,8,RECV,7E000F81000430024E343030322D41594257D4
06-26-2025 19:55:44.180,9,RECV,7E000F8100022C024E323030322D3339475309
06-26-2025 19:55:44.180,10,RECV,7E000F8100031C024E333030322D5432335212
06-26-2025 19:55:44.230,11,RECV,7E000F81000120024E313030322D414E4F58E7
06-26-2025 19:55:44.280,12,RECV,7E000F8100042D024E343030332D53474432F9
06-26-2025 19:55:44.284,13,RECV,7E000F8100022B024E323030332D485534310D
06-26-2025 19:55:44.290,14,RECV,7E000F8100031C024E333030332D454F484DF3
06-26-2025 19:55:44.291,15,RECV,7E000F81000120024E313030332D3743454815
06-26-2025 19:55:44.380,16,RECV,7E000F8100042D024E343030342D5A573748D8
06-26-2025 19:55:44.391,17,RECV,7E000F8100022B024E323030342D4147534EE5
06-26-2025 19:55:44.391,18,RECV,7E000F8100031C024E333030342D35444D5203
06-26-2025 19:55:44.391,19,RECV,7E000F81000120024E313030342D3645313738
06-26-2025 19:55:44.480,20,RECV,7E000F8100042D024E343030352D46393753FE
06-26-2025 19:55:44.481,21,RECV,7E000F8100022B024E323030352D5A494735EE
06-26-2025 19:55:44.481,22,RECV,7E000F8100031C024E333030352D59414A51E5
06-26-2025 19:55:44.501,23,RECV,7E000F81000120024E313030352D43414D4504
06-26-2025 19:55:44.581,24,RECV,7E000F8100042D024E343030362D4C514F39E1
06-26-2025 19:55:44.591,25,RECV,7E000F8100022C024E323030362D45334453FC
06-26-2025 19:55:44.591,26,RECV,7E000F8100031C024E333030362D5A4E344CF1
06-26-2025 19:55:44.591,27,RECV,7E000F81000120024E313030362D47545A56CE
06-26-2025 19:55:44.681,28,RECV,7E000F8100042D024E343030372D38495345EC
06-26-2025 19:55:44.691,29,RECV,7E000F8100022C024E323030372D59494C57C5
06-26-2025 19:55:44.693,30,RECV,7E000F8100031C024E333030372D473933382D
06-26-2025 19:55:44.693,31,RECV,7E000F81000120024E313030372D59503942F4
06-26-2025 19:55:44.781,32,RECV,7E000F81000430024E343030382D46315543F2
06-26-2025 19:55:44.831,33,RECV,7E000F8100022B024E323030382D5637483500
06-26-2025 19:55:44.831,34,RECV,7E000F8100031C024E333030382D4B4E5646E2
06-26-2025 19:55:44.831,35,RECV,7E000F81000120024E313030382D53585049D3
06-26-2025 19:55:44.881,36,RECV,7E000F81000430024E343030392D4D38324108
06-26-2025 19:55:44.889,37,RECV,7E000F8100022B024E323030392D4D44475AD7
06-26-2025 19:55:44.931,38,RECV,7E000F8100031C024E333030392D41554559E2
06-26-2025 19:55:44.931,39,RECV,7E000F81000120024E313030392D424C4F3306
06-26-2025 19:55:44.981,40,RECV,7E000F81000430024E343031302D51435938E3
06-26-2025 19:55:44.991,41,RECV,7E000F8100022B024E323031302D4E30334C14
06-26-2025 19:55:44.992,42,RECV,7E000F8100031C024E333031302D333336374B
06-26-2025 19:55:44.992,43,RECV,7E000F81000120024E313031302D5942363419
06-26-2025 19:55:45.081,44,RECV,7E000F81000430024E343031312D5754454ACD
06-26-2025 19:55:45.132,45,RECV,7E000F8100022C024E323031312D51324E310D
06-26-2025 19:55:45.132,46,RECV,7E000F8100031C024E333031312D42384E4F06
06-26-2025 19:55:45.132,47,RECV,7E000F81000120024E313031312D4E4D483802
06-26-2025 19:55:45.182,48,RECV,7E000F81000430024E343031322D4837394FFF
06-26-2025 19:55:45.192,49,RECV,7E000F8100022C024E323031322D424C5434F8
06-26-2025 19:55:45.232,50,RECV,7E000F8100031C024E333031322D315238322F
06-26-2025 19:55:45.232,51,RECV,7E000F81000120024E313031322D523536342B
06-26-2025 19:55:45.282,52,RECV,7E000F8100042D024E343031332D484B5857C6
06-26-2025 19:55:45.302,53,RECV,7E000F8100022B024E323031332D5957374FD8
06-26-2025 19:55:45.302,54,RECV,7E000F8100031C024E333031332D513932302F
06-26-2025 19:55:45.302,55,RECV,7E000F81000120024E313031332D49555A41E2
06-26-2025 19:55:45.382,56,RECV,7E000F8100042D024E343031342D4236523904
06-26-2025 19:55:45.432,57,RECV,7E000F8100022B024E323031342D4B335347F5
06-26-2025 19:55:45.432,58,RECV,7E000F8100031C024E333031342D45575258D4
06-26-2025 19:55:45.432,59,RECV,7E000F81000120024E313031342D4936414A10
06-26-2025 19:55:45.482,60,RECV,7E000F8100042D024E343031352D49555947C8
06-26-2025 19:55:45.532,61,RECV,7E000F8100022B024E323031352D49534D4ED5
06-26-2025 19:55:45.533,62,RECV,7E000F8100031C024E333031352D434F41390D
06-26-2025 19:55:45.533,63,RECV,7E000F81000120024E313031352D343948392B
06-26-2025 19:55:45.582,64,RECV,7E000F8100042D024E343031362D51514739E3
06-26-2025 19:55:45.633,65,RECV,7E000F8100022C024E323031362D30563059FB
06-26-2025 19:55:45.633,66,RECV,7E000F8100031C024E333031362D4649574BE7
06-26-2025 19:55:45.633,67,RECV,7E000F81000120024E313031362D5052324AFA
06-26-2025 19:55:45.683,68,RECV,7E000F8100042D024E343031372D4D534E50C6
06-26-2025 19:55:45.733,69,RECV,7E000F8100022C024E323031372D5A43555ABD
06-26-2025 19:55:45.733,70,RECV,7E000F8100031C024E333031372D4647393021
06-26-2025 19:55:45.733,71,RECV,7E000F81000120024E313031372D50354D360F
06-26-2025 19:55:45.783,72,RECV,7E000F81000430024E343031382D3643323223
06-26-2025 19:55:45.833,73,RECV,7E000F8100022B024E323031382D325A31321A
06-26-2025 19:55:45.833,74,RECV,7E000F8100031C024E333031382D564E5A49CF
06-26-2025 19:55:45.833,75,RECV,7E000F81000120024E313031382D3855424502
06-26-2025 19:55:45.883,76,RECV,7E000F81000430024E343031392D48414F38EF
06-26-2025 19:55:45.933,77,RECV,7E000F8100022B024E323031392D393030501F
06-26-2025 19:55:45.933,78,RECV,7E000F8100031C024E333031392D3237474124
06-26-2025 19:55:45.933,79,RECV,7E000F81000120024E313031392D55534D51CF
06-26-2025 19:55:45.983,80,RECV,7E000F81000430024E343032302D4C463752EC
06-26-2025 19:55:46.033,81,RECV,7E000F8100022B024E323032302D4F4E3851EA
06-26-2025 19:55:46.033,82,RECV,7E000F8100031C024E333032302D5457423000
06-26-2025 19:55:46.034,83,RECV,7E000F81000120024E313032302D384858390C
06-26-2025 19:55:46.084,84,RECV,7E000F81000430024E343032312D39455734FD
06-26-2025 19:55:46.134,85,RECV,7E000F8100022C024E323032312D53364A54E7
06-26-2025 19:55:46.134,86,RECV,7E000F8100031C024E333032312D46534650ED
06-26-2025 19:55:46.134,87,RECV,7E000F81000120024E313032312D3348554408
06-26-2025 19:55:46.184,88,RECV,7E000F81000430024E343032322D5A373056EE
06-26-2025 19:55:46.239,89,RECV,7E000F8100022C024E323032322D393835567D31
06-26-2025 19:55:46.253,90,RECV,7E000F8100031C024E333032322D4430433430
06-26-2025 19:55:46.253,91,RECV,7E000F81000120024E313032322D3331434232
06-26-2025 19:55:46.286,92,RECV,7E000F8100042D024E343032332D53533750DA
06-26-2025 19:55:46.337,93,RECV,7E000F8100022B024E323032332D57334349F7
06-26-2025 19:55:46.339,94,RECV,7E000F8100031C024E333032332D33564D48FC
06-26-2025 19:55:46.339,95,RECV,7E000F81000120024E313032332D4D4F5743E4
06-26-2025 19:55:46.387,96,RECV,7E000F8100042D024E343032342D52564E55BB
06-26-2025 19:55:46.437,97,RECV,7E000F8100022B024E323032342D4E5A3646E8
06-26-2025 19:55:46.439,98,RECV,7E000F8100031C024E333032342D3144365A14
06-26-2025 19:55:46.439,99,RECV,7E000F81000120024E313032342D39575948E8
06-26-2025 19:55:46.487,100,RECV,7E000F8100042D024E343032352D4F5A4753C2
06-26-2025 19:55:46.537,101,RECV,7E000F8100022B024E323032352D4B4E4359D6
06-26-2025 19:55:46.538,102,RECV,7E000F8100031C024E333032352D45414351FE
06-26-2025 19:55:46.539,103,RECV,7E000F81000120024E313032352D54475749DD
06-26-2025 19:55:46.587,104,RECV,7E000F8100042D024E343032362D47455645DD
06-26-2025 19:55:46.637,105,RECV,7E000F8100022C024E323032362D59413856E1
06-26-2025 19:55:46.639,106,RECV,7E000F8100031C024E333032362D47445451E7
06-26-2025 19:55:46.639,107,RECV,7E000F81000120024E313032362D374B5358EA
06-26-2025 19:55:46.687,108,RECV,7E000F8100042D024E343032372D464A4753D9
06-26-2025 19:55:46.737,109,RECV,7E000F8100022C024E323032372D39574E4FDB
06-26-2025 19:55:46.738,110,RECV,7E000F8100031C024E333032372D3347445206
06-26-2025 19:55:46.738,111,RECV,7E000F81000120024E313032372D4E34535AE7
06-26-2025 19:55:46.788,112,RECV,7E000F81000430024E343032382D52564A48C5
06-26-2025 19:55:46.837,113,RECV,7E000F8100022B024E323032382D4B4B574CCF
06-26-2025 19:55:46.855,114,RECV,7E000F8100031C024E333032382D4E4F5031F7
06-26-2025 19:55:46.855,115,RECV,7E000F81000120024E313032382D4D59334CF0
06-26-2025 19:55:46.888,116,RECV,7E000F81000430024E343032392D42364D59E0
06-26-2025 19:55:46.938,117,RECV,7E000F8100022B024E323032392D42574D36EB
06-26-2025 19:55:46.939,118,RECV,7E000F8100031C024E333032392D454B4A3208
06-26-2025 19:55:46.939,119,RECV,7E000F81000120024E313032392D3059304516
06-26-2025 19:55:46.988,120,RECV,7E000F81000430024E343033302D564E5752B9
06-26-2025 19:55:47.038,121,RECV,7E000F8100022C024E323033302D4A43555AD2
06-26-2025 19:55:47.038,122,RECV,7E000F8100031C024E333033302D3237595208
06-26-2025 19:55:47.039,123,RECV,7E000F81000120024E313033302D38515747F5
06-26-2025 19:55:47.088,124,RECV,7E000F81000430024E343033312D38575441E1
06-26-2025 19:55:47.138,125,RECV,7E000F8100022C024E323033312D37565656D4
06-26-2025 19:55:47.144,126,RECV,7E000F8100031C024E333033312D46525051E2
06-26-2025 19:55:47.144,127,RECV,7E000F81000120024E313033312D44593759EE
06-26-2025 19:55:47.188,128,RECV,7E000F81000430024E343033322D46535742D2
06-26-2025 19:55:47.239,129,RECV,7E000F8100022C024E323033322D4B4E4E4ED7
06-26-2025 19:55:47.240,130,RECV,7E000F8100031C024E333033322D4F59444CE2
06-26-2025 19:55:47.240,131,RECV,7E000F81000120024E313033322D4E4D5247E6
06-26-2025 19:55:47.289,132,RECV,7E000F8100042D024E343033332D3159454CEB
06-26-2025 19:55:47.339,133,RECV,7E000F8100022B024E323033332D3453354E02
06-26-2025 19:55:47.339,134,RECV,7E000F8100031C024E333033332D4447374512
06-26-2025 19:55:47.339,135,RECV,7E000F81000120024E313033332D4C4D364208
06-26-2025 19:55:47.389,136,RECV,7E000F8100042D024E343033342D304C4354F2
06-26-2025 19:55:47.439,137,RECV,7E000F8100022B024E323033342D56565457B4
06-26-2025 19:55:47.439,138,RECV,7E000F8100031C024E333033342D4D30434B0D
06-26-2025 19:55:47.439,139,RECV,7E000F81000120024E313033342D50593853E4
06-26-2025 19:55:47.489,140,RECV,7E000F8100042D024E343033352D47544232F5
06-26-2025 19:55:47.540,141,RECV,7E000F8100022C024E323033352D344C32480F
06-26-2025 19:55:47.542,142,RECV,7E000F8100031C024E333033352D43514952E8
06-26-2025 19:55:47.542,143,RECV,7E000F81000120024E313033352D494B383912
06-26-2025 19:55:47.589,144,RECV,7E000F8100042D024E343033362D42535638E0
06-26-2025 19:55:47.639,145,RECV,7E000F8100022C024E323033362D4437553800
06-26-2025 19:55:47.639,146,RECV,7E000F8100031C024E333033362D4D534542EF
06-26-2025 19:55:47.639,147,RECV,7E000F81000120024E313033362D323151550D
06-26-2025 19:55:47.689,148,RECV,7E000F8100042D024E343033372D423646390B
06-26-2025 19:55:47.739,149,RECV,7E000F8100022C024E323033372D4D584235EB
06-26-2025 19:55:47.742,150,RECV,7E000F8100031C024E333033372D3634533622
