09-07-2025 13:35:10.086,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB1 - 57600/8/M/1/N,1,46"

09-07-2025 13:34:23.464,0,RECV,7E000F81000842024E383030302D44395A52C6
09-07-2025 13:34:23.466,1,RECV,7E000F81000547024E353030302D505A3436DC
09-07-2025 13:34:23.467,2,RECV,7E000F81000748024E373030302D46594656B0
09-07-2025 13:34:23.467,3,RECV,7E000F8100063A024E363030302D4238474BEF
09-07-2025 13:34:23.467,4,RECV,7E000F8100063B024E363030312D50545744BA
09-07-2025 13:34:23.467,5,RECV,7E000F81000844024E383030322D49543147D6
09-07-2025 13:34:23.467,6,RECV,7E000F81000549024E353030322D53564159A9
09-07-2025 13:34:23.514,7,RECV,7E000F8100063C024E363030322D50344744E8
09-07-2025 13:34:23.529,8,RECV,7E000F81000844024E383030332D32324E4AEE
09-07-2025 13:34:23.529,9,RECV,7E000F8100063B024E363030332D335A3936FB
09-07-2025 13:34:23.529,10,RECV,7E000F81000844024E383030342D374F3645E8
09-07-2025 13:34:23.529,11,RECV,7E000F8100054A024E353030342D50574D30C5
09-07-2025 13:34:23.564,12,RECV,7E000F81000843024E383030352D48375A36DA
09-07-2025 13:34:23.565,13,RECV,7E000F81000549024E353030352D34504A41DA
09-07-2025 13:34:23.565,14,RECV,7E000F81000747024E373030352D394D4258C7
09-07-2025 13:34:23.615,15,RECV,7E000F81000844024E383030362D36563344E4
09-07-2025 13:34:23.615,16,RECV,7E000F81000549024E353030362D334C4943DD
09-07-2025 13:34:23.615,17,RECV,7E000F81000748024E373030362D444E4254BD
09-07-2025 13:34:23.615,18,RECV,7E000F8100063B024E363030362D31445A32F3
09-07-2025 13:34:23.615,19,RECV,7E000F81000844024E383030372D34554E30DF
09-07-2025 13:34:23.616,20,RECV,7E000F8100054A024E353030372D3144564AD1
09-07-2025 13:34:23.616,21,RECV,7E000F81000747024E373030372D4A424852BF
09-07-2025 13:34:23.616,22,RECV,7E000F8100063A024E363030372D5758574CA2
09-07-2025 13:34:23.616,23,RECV,7E000F81000844024E383030382D484A3146DC
09-07-2025 13:34:23.665,24,RECV,7E000F8100054A024E353030382D50524251B0
09-07-2025 13:34:23.694,25,RECV,7E000F8100063B024E363030382D46454A44D9
09-07-2025 13:34:23.718,26,RECV,7E000F81000845024E383030392D47565743AC
09-07-2025 13:34:23.718,27,RECV,7E000F81000548024E353030392D57434830D4
09-07-2025 13:34:23.718,28,RECV,7E000F8100063B024E363030392D4A4C384AD9
09-07-2025 13:34:23.718,29,RECV,7E000F81000845024E383031302D3237364B01
09-07-2025 13:34:23.718,30,RECV,7E000F8100054B024E353031302D42325938E6
09-07-2025 13:34:23.718,31,RECV,7E000F8100063B024E363031302D31445736F7
09-07-2025 13:34:23.718,32,RECV,7E000F81000845024E383031312D50543658B8
09-07-2025 13:34:23.718,33,RECV,7E000F8100054A024E353031312D4B483247DF
09-07-2025 13:34:23.718,34,RECV,7E000F8100063B024E363031312D42554D57BD
09-07-2025 13:34:23.765,35,RECV,7E000F81000845024E383031322D30384A58DF
09-07-2025 13:34:23.765,36,RECV,7E000F8100054A024E353031322D3444435AD5
09-07-2025 13:34:23.765,37,RECV,7E000F8100063B024E363031322D41355447E6
09-07-2025 13:34:23.765,38,RECV,7E000F81000844024E383031332D3442575AC2
09-07-2025 13:34:23.766,39,RECV,7E000F8100054A024E353031332D35563046E8
09-07-2025 13:34:23.766,40,RECV,7E000F8100063A024E363031332D49344945EC
09-07-2025 13:34:23.815,41,RECV,7E000F81000845024E383031342D41553953C5
09-07-2025 13:34:23.816,42,RECV,7E000F8100054A024E353031342D4E453358CA
09-07-2025 13:34:23.855,43,RECV,7E000F8100063B024E363031342D4F393258E3
09-07-2025 13:34:23.886,44,RECV,7E000F81000845024E383031352D39414C30F0
09-07-2025 13:34:23.886,45,RECV,7E000F8100054A024E353031352D4942364ADC
