05-27-2025 01:07:58.471,-,API2,"Sink 1,0013A20041839DB1,802.15.4 TH,2003,/dev/ttyUSB0 - 57600/8/M/1/N,1,46"

05-26-2025 19:44:25.437,0,RECV,7E000F81000036024E353030322D45534A56CC
05-26-2025 19:44:25.838,1,RECV,7E000F81000038024E353030332D3545335301
05-26-2025 19:44:25.845,2,RECV,7E000F81000020024E323030332D4C48424BFB
05-26-2025 19:44:25.846,3,RECV,7E007D3381000036000DFFFFFFFFFFFFFFFF0000005348A8
05-26-2025 19:44:25.888,4,RECV,7E007D338100002D000DFFFFFFFFFFFFFFFF0000005348B1
05-26-2025 19:44:26.239,5,RECV,7E000F81000035024E353030342D4F375448E1
05-26-2025 19:44:26.250,6,RECV,7E000F81000021024E323030342D3432474924
05-26-2025 19:44:26.640,7,RECV,7E000F81000035024E353030352D36505239F1
05-26-2025 19:44:27.042,8,RECV,7E000F81000036024E353030362D4D45373601
05-26-2025 19:44:27.046,9,RECV,7E000F81000023024E323030362D59444F38F2
05-26-2025 19:44:27.048,10,RECV,7E007D3181F9DF2202D5004E313030362D47555A5223
05-26-2025 19:44:27.443,11,RECV,7E000F81000036024E353030372D5A433142EF
05-26-2025 19:44:27.451,12,RECV,7E000F81000022024E323030372D474C4D3600
05-26-2025 19:44:27.452,13,RECV,7E007D3181F9DF2202D6004E313030372D4E4256582B
05-26-2025 19:44:27.844,14,RECV,7E000F81000036024E353030382D594F3657C9
05-26-2025 19:44:27.855,15,RECV,7E000F81000021024E323030382D46374C51FC
05-26-2025 19:44:27.855,16,RECV,7E007D3181F9DF2302D7004E313030382D573231317B
05-26-2025 19:44:28.245,17,RECV,7E000F81000036024E353030392D52475937D4
05-26-2025 19:44:28.247,18,RECV,7E000F81000022024E323030392D53493150F7
05-26-2025 19:44:28.249,19,RECV,7E007D3181F9DF2302D8004E313030392D41324F5949
05-26-2025 19:44:28.646,20,RECV,7E000F81000037024E353031302D57565858A7
05-26-2025 19:44:28.646,21,RECV,7E000F81000022024E323031302D564D4F37F3
05-26-2025 19:44:28.647,22,RECV,7E007D3181F9DF2302D9004E313031302D3941534856
05-26-2025 19:44:29.047,23,RECV,7E000F81000039024E353031312D30464848FB
05-26-2025 19:44:29.047,24,RECV,7E000F81000022024E323031312D4D525150DB
05-26-2025 19:44:29.048,25,RECV,7E007D3181F9DF2202DA004E313031312D335A5A582B
05-26-2025 19:44:29.448,26,RECV,7E000F81000038024E353031322D57534935D9
05-26-2025 19:44:29.449,27,RECV,7E000F81000022024E323031322D384F314D15
05-26-2025 19:44:29.450,28,RECV,7E007D3181F9DF2202DB004E313031322D593549533E
05-26-2025 19:44:29.849,29,RECV,7E000F81000038024E353031332D483530351E
05-26-2025 19:44:29.855,30,RECV,7E000F81000022024E323031332D4E515636EE
05-26-2025 19:44:29.855,31,RECV,7E007D3181F9DF2302DC004E313031332D335759334F
05-26-2025 19:44:29.860,32,RECV,7E007D33810000380018FFFFFFFFFFFFFFFF00000053489B
05-26-2025 19:44:29.899,33,RECV,7E007D33810000300018FFFFFFFFFFFFFFFF0000005348A3
05-26-2025 19:44:30.250,34,RECV,7E000F81000038024E353031342D4236315006
05-26-2025 19:44:30.250,35,RECV,7E000F81000022024E323031342D514D4845ED
05-26-2025 19:44:30.251,36,RECV,7E007D3181F9DF2302DD004E313031342D384C314B63
05-26-2025 19:44:30.651,37,RECV,7E000F81000038024E353031352D4A374A48EB
05-26-2025 19:44:30.653,38,RECV,7E000F81000022024E323031352D5841544BDF
05-26-2025 19:44:30.654,39,RECV,7E007D3181F9DF2202DE004E313031352D4C51394F3D
05-26-2025 19:44:31.052,40,RECV,7E000F81000036024E353031362D57335834E9
05-26-2025 19:44:31.053,41,RECV,7E000F81000022024E323031362D5A474E49DE
05-26-2025 19:44:31.056,42,RECV,7E007D3181F9DF2302DF004E313031362D4758545418
05-26-2025 19:44:31.453,43,RECV,7E000F81000036024E353031372D564C444CCC
05-26-2025 19:44:31.454,44,RECV,7E000F81000022024E323031372D55505253CB
05-26-2025 19:44:31.454,45,RECV,7E007D3181F9DF2302E0004E313031372D35354C4A5D
05-26-2025 19:44:31.855,46,RECV,7E000F81000036024E353031382D5A363246F5
05-26-2025 19:44:31.856,47,RECV,7E000F81000022024E323031382D554733380D
05-26-2025 19:44:31.857,48,RECV,7E007D3181F9DF2302E1004E313031382D4A345A3251
05-26-2025 19:44:32.256,49,RECV,7E000F81000036024E353031392D5258544CB2
05-26-2025 19:44:32.256,50,RECV,7E000F81000022024E323031392D5253535AC1
05-26-2025 19:44:32.257,51,RECV,7E007D3181F9DF2302E2004E313031392D4250415432
05-26-2025 19:44:32.657,52,RECV,7E000F81000036024E353032302D324E4F4AEB
05-26-2025 19:44:32.658,53,RECV,7E000F81000022024E323032302D3439564F09
05-26-2025 19:44:32.659,54,RECV,7E007D3181F9DF2202E3004E313032302D584B555019
05-26-2025 19:44:33.058,55,RECV,7E000F81000036024E353032312D55513639EE
05-26-2025 19:44:33.059,56,RECV,7E000F81000022024E323032312D4341335112
05-26-2025 19:44:33.060,57,RECV,7E007D3181F9DF2302E4004E313032312D3659583344
05-26-2025 19:44:33.459,58,RECV,7E000F81000039024E353032322D47563543EA
05-26-2025 19:44:33.460,59,RECV,7E000F81000022024E323032322D4A565A43DC
05-26-2025 19:44:33.461,60,RECV,7E007D3181F9DF2302E5004E313032322D5137574C31
05-26-2025 19:44:33.861,61,RECV,7E000F81000036024E353032332D444A4A47E2
05-26-2025 19:44:33.861,62,RECV,7E000F81000022024E323032332D43583554F4
05-26-2025 19:44:33.865,63,RECV,7E007D3181F9DF2302E6004E313032332D344E564B37
05-26-2025 19:44:33.865,64,RECV,7E007D33810000360023FFFFFFFFFFFFFFFF000000534892
05-26-2025 19:44:33.911,65,RECV,7E007D338100002D0023FFFFFFFFFFFFFFFF00000053489B
05-26-2025 19:44:34.262,66,RECV,7E000F81000037024E353032342D465A3654D5
05-26-2025 19:44:34.263,67,RECV,7E000F81000022024E323032342D54355855E1
05-26-2025 19:44:34.264,68,RECV,7E007D3181F9DF2302E7004E313032342D4E534E3336
05-26-2025 19:44:34.663,69,RECV,7E000F81000037024E353032352D5559584BAD
