05-26-2025 16:53:58.246,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

05-26-2025 16:52:47.038,0,RECV,7E000F81000023024E343030302D5550304BFA
05-26-2025 16:52:47.038,1,RECV,7E000F8100001C024E333030302D5132493026
05-26-2025 16:52:47.088,2,RECV,7E007D3381000023000AFFFFFFFFFFFFFFFF0000005348BE
05-26-2025 16:52:47.088,3,RECV,7E007D338100001C000AFFFFFFFFFFFFFFFF0000005348C5
05-26-2025 16:52:47.138,4,RECV,7E000F81000023024E343030312D47584554E1
05-26-2025 16:52:47.149,5,RECV,7E000F81000041024E373030312D5635333307
05-26-2025 16:52:47.152,6,RECV,7E000F8100001C024E333030312D4432433632
05-26-2025 16:52:47.238,7,RECV,7E000F81000024024E343030322D4B555751CF
05-26-2025 16:52:47.239,8,RECV,7E000F81000042024E373030322D59483050D5
05-26-2025 16:52:47.239,9,RECV,7E000F8100001C024E333030322D4D563757EF
05-26-2025 16:52:47.288,10,RECV,7E007D338100003A000CFFFFFFFFFFFFFFFF0000005348A5
05-26-2025 16:52:47.289,11,RECV,7E007D3381000042000CFFFFFFFFFFFFFFFF00000053489D
05-26-2025 16:52:47.389,12,RECV,7E000F81000039024E383030332D5854584FAA
05-26-2025 16:52:47.389,13,RECV,7E000F81000023024E343030332D54494F44E7
05-26-2025 16:52:47.390,14,RECV,7E000F81000042024E373030332D584E4234D9
05-26-2025 16:52:47.390,15,RECV,7E000F8100001C024E333030332D504D4B4EE9
05-26-2025 16:52:47.439,16,RECV,7E000F81000039024E383030342D564A4D53BC
05-26-2025 16:52:47.449,17,RECV,7E000F81000024024E343030342D4C3344460C
05-26-2025 16:52:47.453,18,RECV,7E000F81000043024E373030342D35585548C9
05-26-2025 16:52:47.454,19,RECV,7E000F8100001B024E333030342D5949364502
05-26-2025 16:52:47.539,20,RECV,7E000F8100003A024E383030352D54585034CA
05-26-2025 16:52:47.539,21,RECV,7E000F81000023024E343030352D3658543003
05-26-2025 16:52:47.540,22,RECV,7E000F81000043024E373030352D36354944FA
05-26-2025 16:52:47.540,23,RECV,7E000F8100001C024E333030352D4A37445206
05-26-2025 16:52:47.689,24,RECV,7E000F8100003A024E383030362D41484339F4
05-26-2025 16:52:47.690,25,RECV,7E000F81000023024E343030362D3130363845
05-26-2025 16:52:47.690,26,RECV,7E000F81000043024E373030362D454E5848BE
