timestamp,node,frame_index,payload
2025-09-09 17:54:42.608,N3,0,N3000-W9PS
2025-09-09 17:54:42.709,N3,1,N3001-0MGT
2025-09-09 17:54:42.811,N3,2,N3002-9SO6
2025-09-09 17:54:42.912,N3,3,N3003-7JR5
2025-09-09 17:54:43.013,N3,4,N3004-2V3Z
2025-09-09 17:54:43.115,N3,5,N3005-JLNQ
2025-09-09 17:54:43.216,N3,6,N3006-QS5K
2025-09-09 17:54:43.318,N3,7,N3007-MO1X
2025-09-09 17:54:43.420,N3,8,N3008-V4A1
2025-09-09 17:54:43.522,N3,9,N3009-Q86B
2025-09-09 17:54:43.623,N3,10,N3010-5GNZ
2025-09-09 17:54:43.725,N3,11,N3011-5BNT
2025-09-09 17:54:43.826,N3,12,N3012-VKO4
2025-09-09 17:54:43.928,N3,13,N3013-X1FN
2025-09-09 17:54:44.030,N3,14,N3014-0BYA
2025-09-09 17:54:44.132,N3,15,N3015-ZM3E
2025-09-09 17:54:44.233,N3,16,N3016-POHT
2025-09-09 17:54:44.335,N3,17,N3017-PNOE
2025-09-09 17:54:44.436,N3,18,N3018-9ZLE
2025-09-09 17:54:44.538,N3,19,N3019-E2WJ
2025-09-09 17:54:44.640,N3,20,N3020-5IWG
2025-09-09 17:54:44.741,N3,21,N3021-W74N
2025-09-09 17:54:44.843,N3,22,N3022-I25D
2025-09-09 17:54:44.944,N3,23,N3023-KQAK
2025-09-09 17:54:45.045,N3,24,N3024-FZ13
2025-09-09 17:54:45.147,N3,25,N3025-8HPI
2025-09-09 17:54:45.248,N3,26,N3026-UMRI
2025-09-09 17:54:45.350,N3,27,N3027-3XP9
2025-09-09 17:54:45.451,N3,28,N3028-HEQ1
2025-09-09 17:54:45.553,N3,29,N3029-59B0
2025-09-09 17:54:45.654,N3,30,N3030-MMRX
2025-09-09 17:54:45.756,N3,31,N3031-WPSI
2025-09-09 17:54:45.857,N3,32,N3032-SH41
2025-09-09 17:54:45.959,N3,33,N3033-N5JL
2025-09-09 17:54:46.060,N3,34,N3034-5G91
2025-09-09 17:54:46.161,N3,35,N3035-PUGA
2025-09-09 17:54:46.263,N3,36,N3036-6Y5W
2025-09-09 17:54:46.364,N3,37,N3037-04AD
2025-09-09 17:54:46.466,N3,38,N3038-QAMW
2025-09-09 17:54:46.567,N3,39,N3039-I7DG
2025-09-09 17:54:46.669,N3,40,N3040-8L1F
2025-09-09 17:54:46.770,N3,41,N3041-EMFY
2025-09-09 17:54:46.871,N3,42,N3042-GBB3
2025-09-09 17:54:46.973,N3,43,N3043-D9YY
2025-09-09 17:54:47.074,N3,44,N3044-76Z2
2025-09-09 17:54:47.176,N3,45,N3045-VR4K
2025-09-09 17:54:47.277,N3,46,N3046-SES6
2025-09-09 17:54:47.379,N3,47,N3047-IVV0
2025-09-09 17:54:47.480,N3,48,N3048-ALHE
2025-09-09 17:54:47.581,N3,49,N3049-LQVP
2025-09-09 17:54:47.683,N3,50,N3050-XB29
2025-09-09 17:54:47.784,N3,51,N3051-8DFE
2025-09-09 17:54:47.886,N3,52,N3052-4F3I
2025-09-09 17:54:47.987,N3,53,N3053-2E30
2025-09-09 17:54:48.089,N3,54,N3054-25JS
2025-09-09 17:54:48.190,N3,55,N3055-CH3A
2025-09-09 17:54:48.291,N3,56,N3056-1QB2
2025-09-09 17:54:48.393,N3,57,N3057-T15A
2025-09-09 17:54:48.494,N3,58,N3058-H825
2025-09-09 17:54:48.596,N3,59,N3059-BUA9
2025-09-09 17:54:48.697,N3,60,N3060-R81L
2025-09-09 17:54:48.799,N3,61,N3061-1173
2025-09-09 17:54:48.900,N3,62,N3062-F99O
2025-09-09 17:54:48.002,N3,63,N3063-E3OT
2025-09-09 17:54:49.103,N3,64,N3064-MQKA
2025-09-09 17:54:49.204,N3,65,N3065-4M05
2025-09-09 17:54:49.306,N3,66,N3066-0BJK
2025-09-09 17:54:49.407,N3,67,N3067-LFEM
2025-09-09 17:54:49.509,N3,68,N3068-PCLL
2025-09-09 17:54:49.610,N3,69,N3069-LOFG
2025-09-09 17:54:49.712,N3,70,N3070-BAOA
2025-09-09 17:54:49.813,N3,71,N3071-DQ2S
2025-09-09 17:54:49.915,N3,72,N3072-PEYJ
2025-09-09 17:54:50.016,N3,73,N3073-8RNP
2025-09-09 17:54:50.117,N3,74,N3074-DRZB
2025-09-09 17:54:50.219,N3,75,N3075-MVW5
2025-09-09 17:54:50.320,N3,76,N3076-CZL6
2025-09-09 17:54:50.422,N3,77,N3077-UC00
2025-09-09 17:54:50.523,N3,78,N3078-73SZ
2025-09-09 17:54:50.625,N3,79,N3079-1ZCI
