timestamp,node,frame_index,payload
2025-09-09 16:49:25.946,N8,0,N8000-5VTE
2025-09-09 16:49:25.952,N8,1,N8001-KZC1
2025-09-09 16:49:25.958,N8,2,N8002-QBLW
2025-09-09 16:49:25.964,N8,3,N8003-AXQ8
2025-09-09 16:49:25.972,N8,4,N8004-P1PN
2025-09-09 16:49:25.978,N8,5,N8005-JZN5
2025-09-09 16:49:25.984,N8,6,N8006-J3NU
2025-09-09 16:49:25.990,N8,7,N8007-B2EB
2025-09-09 16:49:25.996,N8,8,N8008-67ND
2025-09-09 16:49:25.002,N8,9,N8009-7LD7
2025-09-09 16:49:25.008,N8,10,N8010-IDRB
2025-09-09 16:49:25.014,N8,11,N8011-O7UT
2025-09-09 16:49:26.020,N8,12,N8012-CWSC
2025-09-09 16:49:26.027,N8,13,N8013-PD49
2025-09-09 16:49:26.033,N8,14,N8014-U3XY
2025-09-09 16:49:26.039,N8,15,N8015-UNTO
2025-09-09 16:49:26.045,N8,16,N8016-7M89
2025-09-09 16:49:26.051,N8,17,N8017-JXX5
2025-09-09 16:49:26.057,N8,18,N8018-IJTX
2025-09-09 16:49:26.063,N8,19,N8019-QWC1
2025-09-09 16:49:26.069,N8,20,N8020-A4JI
2025-09-09 16:49:26.075,N8,21,N8021-ESU4
2025-09-09 16:49:26.081,N8,22,N8022-9FDZ
2025-09-09 16:49:26.087,N8,23,N8023-QA63
2025-09-09 16:49:26.093,N8,24,N8024-ZXIY
2025-09-09 16:49:26.099,N8,25,N8025-D9CR
2025-09-09 16:49:26.105,N8,26,N8026-I4KV
2025-09-09 16:49:26.111,N8,27,N8027-CLRJ
2025-09-09 16:49:26.117,N8,28,N8028-P52N
2025-09-09 16:49:26.123,N8,29,N8029-8G2X
2025-09-09 16:49:26.129,N8,30,N8030-7POS
2025-09-09 16:49:26.135,N8,31,N8031-OPEB
2025-09-09 16:49:26.141,N8,32,N8032-CKT8
2025-09-09 16:49:26.148,N8,33,N8033-8038
2025-09-09 16:49:26.154,N8,34,N8034-KGG5
2025-09-09 16:49:26.160,N8,35,N8035-VY3T
2025-09-09 16:49:26.166,N8,36,N8036-65MU
2025-09-09 16:49:26.172,N8,37,N8037-1X9D
2025-09-09 16:49:26.178,N8,38,N8038-VL9O
2025-09-09 16:49:26.184,N8,39,N8039-OH33
2025-09-09 16:49:26.190,N8,40,N8040-349O
2025-09-09 16:49:26.196,N8,41,N8041-LHW6
2025-09-09 16:49:26.202,N8,42,N8042-77U1
2025-09-09 16:49:26.208,N8,43,N8043-A2SF
2025-09-09 16:49:26.214,N8,44,N8044-430Z
2025-09-09 16:49:26.220,N8,45,N8045-X2I6
2025-09-09 16:49:26.226,N8,46,N8046-QVJP
2025-09-09 16:49:26.232,N8,47,N8047-XQS3
2025-09-09 16:49:26.238,N8,48,N8048-Z0OT
2025-09-09 16:49:26.244,N8,49,N8049-695Z
2025-09-09 16:49:26.250,N8,50,N8050-13XT
2025-09-09 16:49:26.256,N8,51,N8051-EP4Y
2025-09-09 16:49:26.261,N8,52,N8052-P2T1
2025-09-09 16:49:26.268,N8,53,N8053-XN9W
2025-09-09 16:49:26.274,N8,54,N8054-KJ5O
2025-09-09 16:49:26.279,N8,55,N8055-UFRV
2025-09-09 16:49:26.285,N8,56,N8056-V3RI
2025-09-09 16:49:26.291,N8,57,N8057-HLVK
2025-09-09 16:49:26.298,N8,58,N8058-9GOO
2025-09-09 16:49:26.304,N8,59,N8059-9144
2025-09-09 16:49:26.310,N8,60,N8060-HHK0
2025-09-09 16:49:26.316,N8,61,N8061-XPWA
2025-09-09 16:49:26.322,N8,62,N8062-N9OX
2025-09-09 16:49:26.328,N8,63,N8063-G2TG
2025-09-09 16:49:26.334,N8,64,N8064-M39Q
2025-09-09 16:49:26.340,N8,65,N8065-ZS9A
2025-09-09 16:49:26.346,N8,66,N8066-N173
2025-09-09 16:49:26.352,N8,67,N8067-D4X3
2025-09-09 16:49:26.358,N8,68,N8068-G5U3
2025-09-09 16:49:26.364,N8,69,N8069-HV7T
2025-09-09 16:49:26.370,N8,70,N8070-HPPE
