timestamp,node,frame_index,payload
2025-09-09 17:54:38.375,N6,0,N6000-OSTZ
2025-09-09 17:54:38.476,N6,1,N6001-ABVP
2025-09-09 17:54:38.577,N6,2,N6002-E74D
2025-09-09 17:54:38.679,N6,3,N6003-SDHW
2025-09-09 17:54:38.781,N6,4,N6004-WMPR
2025-09-09 17:54:38.882,N6,5,N6005-4G4C
2025-09-09 17:54:38.984,N6,6,N6006-2C8F
2025-09-09 17:54:39.086,N6,7,N6007-1EUX
2025-09-09 17:54:39.187,N6,8,N6008-EWLT
2025-09-09 17:54:39.289,N6,9,N6009-14U8
2025-09-09 17:54:39.391,N6,10,N6010-T3BV
2025-09-09 17:54:39.492,N6,11,N6011-8YWX
2025-09-09 17:54:39.594,N6,12,N6012-9YCE
2025-09-09 17:54:39.696,N6,13,N6013-XOTQ
2025-09-09 17:54:39.798,N6,14,N6014-KXLT
2025-09-09 17:54:39.899,N6,15,N6015-GC9D
2025-09-09 17:54:39.001,N6,16,N6016-UBN8
2025-09-09 17:54:40.103,N6,17,N6017-CAOX
2025-09-09 17:54:40.205,N6,18,N6018-J93I
2025-09-09 17:54:40.306,N6,19,N6019-JGY5
2025-09-09 17:54:40.408,N6,20,N6020-U77L
2025-09-09 17:54:40.510,N6,21,N6021-KOYL
2025-09-09 17:54:40.611,N6,22,N6022-8C0I
2025-09-09 17:54:40.713,N6,23,N6023-B9NQ
2025-09-09 17:54:40.815,N6,24,N6024-PM1V
2025-09-09 17:54:40.917,N6,25,N6025-Q269
2025-09-09 17:54:41.019,N6,26,N6026-3KBA
2025-09-09 17:54:41.120,N6,27,N6027-90WY
2025-09-09 17:54:41.222,N6,28,N6028-3QII
2025-09-09 17:54:41.324,N6,29,N6029-YLVU
2025-09-09 17:54:41.426,N6,30,N6030-502L
2025-09-09 17:54:41.528,N6,31,N6031-B0NA
2025-09-09 17:54:41.630,N6,32,N6032-SOXT
2025-09-09 17:54:41.731,N6,33,N6033-AQXW
2025-09-09 17:54:41.833,N6,34,N6034-08FR
2025-09-09 17:54:41.935,N6,35,N6035-IVKC
2025-09-09 17:54:42.037,N6,36,N6036-LJ4X
2025-09-09 17:54:42.139,N6,37,N6037-XLM2
2025-09-09 17:54:42.240,N6,38,N6038-4P0W
2025-09-09 17:54:42.342,N6,39,N6039-K5VP
2025-09-09 17:54:42.444,N6,40,N6040-EUUF
2025-09-09 17:54:42.546,N6,41,N6041-SF6X
2025-09-09 17:54:42.647,N6,42,N6042-TO6V
2025-09-09 17:54:42.749,N6,43,N6043-5OAR
2025-09-09 17:54:42.851,N6,44,N6044-JSAS
2025-09-09 17:54:42.953,N6,45,N6045-MST4
2025-09-09 17:54:43.055,N6,46,N6046-LXZF
2025-09-09 17:54:43.157,N6,47,N6047-CT7B
2025-09-09 17:54:43.259,N6,48,N6048-ZCW0
2025-09-09 17:54:43.361,N6,49,N6049-7H3S
2025-09-09 17:54:43.463,N6,50,N6050-7TD7
2025-09-09 17:54:43.565,N6,51,N6051-E2RK
2025-09-09 17:54:43.667,N6,52,N6052-8XR4
2025-09-09 17:54:43.769,N6,53,N6053-8RP2
2025-09-09 17:54:43.871,N6,54,N6054-E1YJ
2025-09-09 17:54:43.973,N6,55,N6055-ZSCD
2025-09-09 17:54:44.075,N6,56,N6056-FC5W
2025-09-09 17:54:44.177,N6,57,N6057-PKM0
2025-09-09 17:54:44.278,N6,58,N6058-1131
2025-09-09 17:54:44.380,N6,59,N6059-RWMS
2025-09-09 17:54:44.482,N6,60,N6060-XLDL
2025-09-09 17:54:44.584,N6,61,N6061-DFPR
2025-09-09 17:54:44.686,N6,62,N6062-5R9H
2025-09-09 17:54:44.788,N6,63,N6063-9YMY
2025-09-09 17:54:44.890,N6,64,N6064-OIW4
2025-09-09 17:54:44.992,N6,65,N6065-KZSP
2025-09-09 17:54:45.093,N6,66,N6066-E4J8
2025-09-09 17:54:45.195,N6,67,N6067-TAMG
2025-09-09 17:54:45.297,N6,68,N6068-XTKC
2025-09-09 17:54:45.399,N6,69,N6069-Q2OM
2025-09-09 17:54:45.501,N6,70,N6070-4SDZ
2025-09-09 17:54:45.603,N6,71,N6071-GBN6
2025-09-09 17:54:45.705,N6,72,N6072-OW0V
2025-09-09 17:54:45.807,N6,73,N6073-IIBY
2025-09-09 17:54:45.909,N6,74,N6074-SV5N
2025-09-09 17:54:45.011,N6,75,N6075-SV9Q
2025-09-09 17:54:46.112,N6,76,N6076-SQ0D
2025-09-09 17:54:46.214,N6,77,N6077-GN82
2025-09-09 17:54:46.316,N6,78,N6078-T9SY
2025-09-09 17:54:46.418,N6,79,N6079-TVP4
2025-09-09 17:54:46.524,N6,80,N6080-0DKT
2025-09-09 17:54:46.627,N6,81,N6081-54M3
2025-09-09 17:54:46.729,N6,82,N6082-VIT1
2025-09-09 17:54:46.831,N6,83,N6083-0MIA
2025-09-09 17:54:46.932,N6,84,N6084-O2K7
2025-09-09 17:54:47.034,N6,85,N6085-ZFMZ
2025-09-09 17:54:47.136,N6,86,N6086-98II
2025-09-09 17:54:47.238,N6,87,N6087-67YR
2025-09-09 17:54:47.340,N6,88,N6088-LJQ1
2025-09-09 17:54:47.442,N6,89,N6089-APPW
2025-09-09 17:54:47.543,N6,90,N6090-1E3V
2025-09-09 17:54:47.645,N6,91,N6091-3X52
2025-09-09 17:54:47.747,N6,92,N6092-ZCNC
2025-09-09 17:54:47.849,N6,93,N6093-YSSA
2025-09-09 17:54:47.951,N6,94,N6094-ZK4Z
