06-02-2025 16:20:34.546,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

06-02-2025 16:20:02.717,0,RECV,7E007D318100031A0207004E333030302D55445845E4
06-02-2025 16:20:02.768,1,RECV,7E007D318100041F0246004E343030312D30574F54A9
06-02-2025 16:20:02.771,2,RECV,7E007D318100031A0208004E333030312D4945424DFB
06-02-2025 16:20:02.771,3,RECV,7E007D318100073D02E6004E373030312D5456384EDF
06-02-2025 16:20:02.771,4,RECV,7E007D3181000834021A004E383030322D51473746CC
06-02-2025 16:20:02.771,5,RECV,7E007D318100041F0247004E343030322D4458424EA5
06-02-2025 16:20:02.771,6,RECV,7E007D318100073D02E8004E373030322D3055424EF7
06-02-2025 16:20:02.771,7,RECV,7E007D318100031A0209004E333030322D375A5557D9
06-02-2025 16:20:02.817,8,RECV,7E007D318100031A020C004E333030332D534E3942F6
06-02-2025 16:20:02.817,9,RECV,7E007D3181000835021C004E383030342D4A44514CB1
06-02-2025 16:20:02.818,10,RECV,7E007D318100041F024A004E343030342D4D4C3044BF
06-02-2025 16:20:02.819,11,RECV,7E007D318100031A020D004E333030342D3259334B07
06-02-2025 16:20:02.819,12,RECV,7E007D3181000835021D004E383030352D4D384C53B6
06-02-2025 16:20:02.819,13,RECV,7E007D318100041F024B004E343030352D31424742CE
06-02-2025 16:20:02.819,14,RECV,7E007D318100031A020E004E333030352D324B374416
06-02-2025 16:20:02.880,15,RECV,7E007D3181000834021E004E383030362D3150314ED9
06-02-2025 16:20:02.883,16,RECV,7E007D318100041F024C004E343030362D4552445A93
06-02-2025 16:20:02.883,17,RECV,7E007D318100073D02EC004E373030362D53564F59B3
06-02-2025 16:20:02.883,18,RECV,7E007D318100031A020F004E333030362D484D4A50DD
06-02-2025 16:20:02.883,19,RECV,7E007D3181000835021F004E383030372D41433430EE
06-02-2025 16:20:02.883,20,RECV,7E007D318100041F024D004E343030372D4E304259AD
06-02-2025 16:20:02.883,21,RECV,7E007D318100031A0210004E333030372D4A375646ED
06-02-2025 16:20:02.883,22,RECV,7E007D31810008340220004E383030382D53473241C8
06-02-2025 16:20:02.883,23,RECV,7E007D318100041F024E004E343030382D4F4A3938BA
06-02-2025 16:20:02.883,24,RECV,7E007D318100031A027D31004E333030382D4C464A57D5
06-02-2025 16:20:02.900,25,RECV,7E007D31810008340221004E383030392D4A485A36B1
06-02-2025 16:20:02.909,26,RECV,7E007D318100041F024F004E343030392D34464D4EAD
