2025-09-07 16:54:11.625,N5,0,N5000-VOLW
2025-09-07 16:54:11.926,N5,1,N5001-TIW4
2025-09-07 16:54:12.227,N5,2,N5002-Y3ZK
2025-09-07 16:54:12.529,N5,3,N5003-TZR2
2025-09-07 16:54:12.831,N5,4,N5004-PEPQ
2025-09-07 16:54:13.133,N5,5,N5005-FMPY
2025-09-07 16:54:13.434,N5,6,N5006-84CX
2025-09-07 16:54:13.736,N5,7,N5007-V2OK
2025-09-07 16:54:14.038,N5,8,N5008-1MIG
2025-09-07 16:54:14.340,N5,9,N5009-1MVD
2025-09-07 16:54:14.642,N5,10,N5010-T13R
2025-09-07 16:54:14.944,N5,11,N5011-WVW9
2025-09-07 16:54:15.246,N5,12,N5012-HHDM
2025-09-07 16:54:15.548,N5,13,N5013-RBXU
2025-09-07 16:54:15.850,N5,14,N5014-VNRJ
2025-09-07 16:54:16.152,N5,15,N5015-7STG
2025-09-07 16:54:16.454,N5,16,N5016-GDGM
2025-09-07 16:54:16.755,N5,17,N5017-CRMX
2025-09-07 16:54:17.057,N5,18,N5018-RGR2
2025-09-07 16:54:17.359,N5,19,N5019-5J9E
2025-09-07 16:54:17.661,N5,20,N5020-XYO4
2025-09-07 16:54:17.963,N5,21,N5021-R9XM
2025-09-07 16:54:18.265,N5,22,N5022-XN7K
2025-09-07 16:54:18.567,N5,23,N5023-FW7H
2025-09-07 16:54:18.869,N5,24,N5024-GZUU
2025-09-07 16:54:19.171,N5,25,N5025-LIPW
2025-09-07 16:54:19.473,N5,26,N5026-TT29
2025-09-07 16:54:19.775,N5,27,N5027-0VJL
2025-09-07 16:54:20.076,N5,28,N5028-0VEW
2025-09-07 16:54:20.378,N5,29,N5029-9K0K
2025-09-07 16:54:20.680,N5,30,N5030-8BZ3
2025-09-07 16:54:20.982,N5,31,N5031-RNA0
2025-09-07 16:54:21.284,N5,32,N5032-079G
2025-09-07 16:54:21.586,N5,33,N5033-55A1
2025-09-07 16:54:21.888,N5,34,N5034-FPJT
2025-09-07 16:54:22.190,N5,35,N5035-ZTTF
2025-09-07 16:54:22.492,N5,36,N5036-NLS2
2025-09-07 16:54:22.794,N5,37,N5037-H8UI
2025-09-07 16:54:23.096,N5,38,N5038-35E8
2025-09-07 16:54:23.398,N5,39,N5039-94NI
2025-09-07 16:54:23.699,N5,40,N5040-U0VU
2025-09-07 16:54:23.001,N5,41,N5041-QMVA
2025-09-07 16:54:24.303,N5,42,N5042-87JL
2025-09-07 16:54:24.605,N5,43,N5043-562E
2025-09-07 16:54:24.907,N5,44,N5044-LCMU
2025-09-07 16:54:25.209,N5,45,N5045-5N3F
2025-09-07 16:54:25.511,N5,46,N5046-V6WM
2025-09-07 16:54:25.813,N5,47,N5047-EQ6B
2025-09-07 16:54:26.114,N5,48,N5048-XI0A
2025-09-07 16:54:26.416,N5,49,N5049-0TU6
2025-09-07 16:54:26.718,N5,50,N5050-QJBB
2025-09-07 16:54:27.020,N5,51,N5051-XIKQ
2025-09-07 16:54:27.322,N5,52,N5052-4OC5
2025-09-07 16:54:27.624,N5,53,N5053-EMIX
2025-09-07 16:54:27.926,N5,54,N5054-G01C
2025-09-07 16:54:28.228,N5,55,N5055-0TTK
2025-09-07 16:54:28.530,N5,56,N5056-SGD5
2025-09-07 16:54:28.832,N5,57,N5057-HOGJ
2025-09-07 16:54:29.134,N5,58,N5058-FND0
2025-09-07 16:54:29.436,N5,59,N5059-PO2V
2025-09-07 16:54:29.738,N5,60,N5060-2MEM
2025-09-07 16:54:30.039,N5,61,N5061-OZ8G
2025-09-07 16:54:30.341,N5,62,N5062-OMMN
2025-09-07 16:54:30.643,N5,63,N5063-ZC9O
2025-09-07 16:54:30.945,N5,64,N5064-W13J
2025-09-07 16:54:31.247,N5,65,N5065-PZHZ
2025-09-07 16:54:31.549,N5,66,N5066-4VPH
2025-09-07 16:54:31.851,N5,67,N5067-DAQ5
2025-09-07 16:54:32.153,N5,68,N5068-7SD6
2025-09-07 16:54:32.455,N5,69,N5069-PQVW
2025-09-07 16:54:32.757,N5,70,N5070-LVV2
2025-09-07 16:54:33.059,N5,71,N5071-ZBFV
2025-09-07 16:54:33.361,N5,72,N5072-BEQK
2025-09-07 16:54:33.663,N5,73,N5073-N5M2
2025-09-07 16:54:33.965,N5,74,N5074-86FE
2025-09-07 16:54:34.267,N5,75,N5075-815N
2025-09-07 16:54:34.569,N5,76,N5076-CVAR
2025-09-07 16:54:34.871,N5,77,N5077-71KM
2025-09-07 16:54:35.173,N5,78,N5078-AFLF
2025-09-07 16:54:35.475,N5,79,N5079-B46N
2025-09-07 16:54:35.776,N5,80,N5080-T3QA
2025-09-07 16:54:36.078,N5,81,N5081-232K
2025-09-07 16:54:36.380,N5,82,N5082-GLBF
2025-09-07 16:54:36.682,N5,83,N5083-5NA4
2025-09-07 16:54:36.984,N5,84,N5084-DS5C
