05-04-2025 21:40:42.613, 6, N2001-WPVS
05-04-2025 21:40:42.613, 7, N2002-4NFT
05-04-2025 21:40:42.614, 13, N2003-NND8
05-04-2025 21:40:42.614, 23, N2007-A7NI
05-04-2025 21:40:42.614, 26, N2009-LRTW
05-04-2025 21:40:42.621, 32, N2011-1PS5
05-04-2025 21:40:42.818, 36, N2013-MOW2
05-04-2025 21:40:42.852, 53, N2018-BMQ0
05-04-2025 21:40:42.852, 55, N2019-L49P
05-04-2025 21:40:42.852, 62, N2020-4RY9
05-04-2025 21:40:42.852, 64, N2021-DB9S
05-04-2025 21:40:42.852, 67, N2022-CUS4
05-04-2025 21:40:42.852, 70, N2023-RQI9
05-04-2025 21:40:42.908, 77, N2025-NTV9
05-04-2025 21:40:42.908, 78, N2026-V1WC
05-04-2025 21:40:42.909, 83, N2028-8GY8
05-04-2025 21:40:42.909, 85, N2029-QQZB
05-04-2025 21:40:42.909, 88, N2030-NRPK
05-04-2025 21:40:43.033, 103, N2034-WMWM
05-04-2025 21:40:43.033, 105, N2035-2E4V
05-04-2025 21:40:43.033, 113, N2036-HKE6
05-04-2025 21:40:43.033, 116, N2037-5UBT
05-04-2025 21:40:43.033, 118, N2038-ZFLO
05-04-2025 21:40:43.033, 120, N2039-TYK5
05-04-2025 21:40:43.033, 124, N2040-QCCK
05-04-2025 21:40:43.132, 131, N2043-0TP6
05-04-2025 21:40:43.133, 139, N2046-KD66
05-04-2025 21:40:43.133, 147, N2048-KW0A
05-04-2025 21:40:43.196, 152, N2049-0GJZ
05-04-2025 21:40:43.197, 159, N2050-585A
05-04-2025 21:40:43.197, 163, N2052-TD1G
05-04-2025 21:40:43.198, 172, N2053-LQP5
05-04-2025 21:40:43.290, 177, N2055-YT3N
05-04-2025 21:40:43.290, 180, N2056-413H
05-04-2025 21:40:43.291, 187, N2059-YKNI
05-04-2025 21:40:43.291, 189, N2060-YCSH
05-04-2025 21:40:43.291, 192, N2062-ZC1K
05-04-2025 21:40:43.291, 194, N2064-AWYF
05-04-2025 21:40:43.423, 205, N2066-ARM0
05-04-2025 21:40:43.423, 214, N2068-159D
05-04-2025 21:40:43.423, 215, N2069-47F2
05-04-2025 21:40:43.424, 218, N2070-P5WZ
05-04-2025 21:40:43.424, 219, N2071-M2M5
05-04-2025 21:40:43.424, 221, N2072-T2D8
