05-09-2025 03:27:28.515,-,API2,"Sink 1,0013A20041839DB1,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

05-09-2025 03:26:54.245,0,RECV,7E000F8100001A024E343030312D303351422C
05-09-2025 03:26:54.246,1,RECV,7E000F81000020024E333030312D52453656FA
05-09-2025 03:26:54.247,2,RECV,7E007D3181F9DF1D02D9004E313030312D5933493666
05-09-2025 03:26:54.247,3,RECV,7E000F8100001A024E343030322D5741374E04
05-09-2025 03:26:54.247,4,RECV,7E000F81000019024E343030332D52583353F1
05-09-2025 03:26:54.248,5,RECV,7E007D3181F9DF1C02DA004E313030322D4F4B4B4249
05-09-2025 03:26:54.297,6,RECV,7E007D338100001A000DFFFFFFFFFFFFFFFF0000005348C4
05-09-2025 03:26:54.297,7,RECV,7E007D3181F9DF1D02DB004E313030332D4351524146
05-09-2025 03:26:54.297,8,RECV,7E000F8100001E024E323030322D49534447F8
05-09-2025 03:26:54.297,9,RECV,7E007D338100001E000CFFFFFFFFFFFFFFFF0000005348C1
05-09-2025 03:26:54.298,10,RECV,7E007D3381000020000DFFFFFFFFFFFFFFFF0000005348BE
05-09-2025 03:26:54.310,11,RECV,7E000F81000019024E343030342D5154333018
05-09-2025 03:26:54.311,12,RECV,7E000F81000020024E333030352D4348325A02
05-09-2025 03:26:54.311,13,RECV,7E000F8100001E024E323030342D5A4E4C54D5
05-09-2025 03:26:54.311,14,RECV,7E007D3181F9DF1D02DC004E313030342D364D49445B
05-09-2025 03:26:54.311,15,RECV,7E007D3181F9DF1D02DD004E313030352D51364B3364
05-09-2025 03:26:54.311,16,RECV,7E000F81000019024E343030352D5233435AFD
05-09-2025 03:26:54.311,17,RECV,7E000F8100001A024E343030362D3052594FF3
05-09-2025 03:26:54.346,18,RECV,7E000F81000021024E333030372D41455250EE
05-09-2025 03:26:54.346,19,RECV,7E007D3181F9DF1D02DE004E313030362D4559475230
05-09-2025 03:26:54.346,20,RECV,7E000F8100001E024E323030352D45395453F7
05-09-2025 03:26:54.346,21,RECV,7E000F8100001A024E343030372D464E36480A
05-09-2025 03:26:54.386,22,RECV,7E000F8100001A024E343030382D503644321F
05-09-2025 03:26:54.387,23,RECV,7E000F8100001E024E323030372D355A474202
05-09-2025 03:26:54.389,24,RECV,7E000F81000021024E333030382D55345A33FF
05-09-2025 03:26:54.389,25,RECV,7E000F8100001A024E343030392D3159345507
05-09-2025 03:26:54.389,26,RECV,7E007D3181F9DF1D02E0004E313030382D43484F4247
05-09-2025 03:26:54.389,27,RECV,7E000F81000019024E343031302D4A53354809
05-09-2025 03:26:54.389,28,RECV,7E000F8100001A024E343031312D3134435524
05-09-2025 03:26:54.389,29,RECV,7E000F81000021024E333031302D50584955D6
05-09-2025 03:26:54.390,30,RECV,7E000F8100001A024E343031322D3947314B24
05-09-2025 03:26:54.429,31,RECV,7E007D3181F9DF1D02E3004E313031312D3647355163
05-09-2025 03:26:54.430,32,RECV,7E000F8100001E024E323030382D343849570D
05-09-2025 03:26:54.430,33,RECV,7E007D3181F9DF1D02E4004E313031322D5152534529
05-09-2025 03:26:54.431,34,RECV,7E007D3181F9DF1D02E5004E313031332D5757365727
05-09-2025 03:26:54.434,35,RECV,7E000F8100001E024E323030392D4F563848F3
05-09-2025 03:26:54.434,36,RECV,7E007D3181F9DF1E02E6004E313031342D41594A3645
05-09-2025 03:26:54.434,37,RECV,7E000F81000021024E333031312D42585438F5
05-09-2025 03:26:54.436,38,RECV,7E000F8100001D024E323031302D5947594DDB
05-09-2025 03:26:54.436,39,RECV,7E000F8100001A024E343031332D4332505406
05-09-2025 03:26:54.446,40,RECV,7E000F81000021024E333031322D3153444D05
05-09-2025 03:26:54.561,41,RECV,7E000F81000021024E333031332D3555593402
05-09-2025 03:26:54.578,42,RECV,7E000F81000021024E333031342D57525834E3
05-09-2025 03:26:54.578,43,RECV,7E000F8100001A024E343031342D4B544C4FE4
05-09-2025 03:26:54.578,44,RECV,7E000F81000021024E333031362D57574632F0
05-09-2025 03:26:54.578,45,RECV,7E000F81000021024E333031372D4835445004
05-09-2025 03:26:54.578,46,RECV,7E007D3181F9DF1D02E7004E313031352D5548433648
05-09-2025 03:26:54.578,47,RECV,7E000F8100001A024E343031352D554F4154E4
05-09-2025 03:26:54.578,48,RECV,7E007D3181F9DF1D02E9004E313031372D325A424C40
05-09-2025 03:26:54.578,49,RECV,7E000F8100001A024E343031362D543233451E
05-09-2025 03:26:54.579,50,RECV,7E007D3181F9DF1D02EB004E313031392D444858363C
05-09-2025 03:26:54.579,51,RECV,7E007D3181F9DF1D02EC004E313032302D5450313157
05-09-2025 03:26:54.579,52,RECV,7E000F8100001A024E343031372D314637521B
05-09-2025 03:26:54.579,53,RECV,7E000F8100001D024E323031342D453059440B
05-09-2025 03:26:54.588,54,RECV,7E007D3181F9DF1D02EE004E313032322D574B33394B
05-09-2025 03:26:54.588,55,RECV,7E000F8100001D024E323031352D585A4A33ED
05-09-2025 03:26:54.588,56,RECV,7E000F8100001A024E343031382D363949570B
05-09-2025 03:26:54.588,57,RECV,7E000F81000019024E343031392D3852484CFC
05-09-2025 03:26:54.588,58,RECV,7E007D3181F9DF1D02EF004E313032332D4444463653
05-09-2025 03:26:54.588,59,RECV,7E000F8100001D024E323031362D354E35590A
05-09-2025 03:26:54.588,60,RECV,7E000F81000019024E343032302D59433355FE
05-09-2025 03:26:54.588,61,RECV,7E000F8100001A024E343032312D4A38544A00
05-09-2025 03:26:54.588,62,RECV,7E000F81000021024E333032312D44414D4701
05-09-2025 03:26:54.588,63,RECV,7E000F8100001D024E323031382D5A48414CEA
05-09-2025 03:26:54.588,64,RECV,7E000F8100001A024E343032322D5151493301
05-09-2025 03:26:54.599,65,RECV,7E000F8100001A024E343032332D52334A51FE
05-09-2025 03:26:54.626,66,RECV,7E000F8100001A024E343032342D574C594FD2
05-09-2025 03:26:54.626,67,RECV,7E000F81000021024E333032322D45504955E6
05-09-2025 03:26:54.649,68,RECV,7E000F8100001D024E323031392D364230452B
05-09-2025 03:26:54.650,69,RECV,7E000F8100001A024E343032352D55585534E6
05-09-2025 03:26:54.650,70,RECV,7E000F81000020024E333032332D474C31447D31
05-09-2025 03:26:54.650,71,RECV,7E000F8100001D024E323032302D3838313649
05-09-2025 03:26:54.650,72,RECV,7E000F8100001A024E343032362D53364C4402
05-09-2025 03:26:54.650,73,RECV,7E007D3181F9DF1D02F0004E313032342D383259434F
05-09-2025 03:26:54.650,74,RECV,7E000F81000021024E333032342D41325257FB
05-09-2025 03:26:54.650,75,RECV,7E000F8100001A024E343032372D584D5157CD
05-09-2025 03:26:54.650,76,RECV,7E007D3181F9DF1C02F1004E313032352D4731575035
05-09-2025 03:26:54.650,77,RECV,7E000F81000021024E333032362D483932471B
05-09-2025 03:26:54.650,78,RECV,7E007D3181F9DF1D02F2004E313032362D57555A54F7
05-09-2025 03:26:54.697,79,RECV,7E000F8100001E024E323032322D3755524BF4
05-09-2025 03:26:54.697,80,RECV,7E007D3181F9DF1D02F3004E313032372D5859454316
05-09-2025 03:26:54.697,81,RECV,7E000F8100001A024E343032382D3159564DEC
05-09-2025 03:26:54.697,82,RECV,7E000F81000019024E343032392D354538491E
05-09-2025 03:26:54.697,83,RECV,7E000F8100001A024E343033302D4455484FF0
05-09-2025 03:26:54.697,84,RECV,7E000F81000020024E333033322D383547392C
05-09-2025 03:26:54.717,85,RECV,7E007D3181F9DF1D02F7004E313033312D5030374D4C
05-09-2025 03:26:54.737,86,RECV,7E000F8100001E024E323032362D523835500A
05-09-2025 03:26:54.747,87,RECV,7E000F81000020024E333033332D4E584E58CC
05-09-2025 03:26:54.747,88,RECV,7E000F8100001A024E343033312D50375352F3
05-09-2025 03:26:54.768,89,RECV,7E007D3181F9DF1D02F8004E313033322D39494D3649
05-09-2025 03:26:54.858,90,RECV,7E007D3181F9DF1D02F9004E313033332D3034494956
05-09-2025 03:26:54.858,91,RECV,7E007D3181F9DF1D02FA004E313033342D4F5631492B
05-09-2025 03:26:54.858,92,RECV,7E000F8100001A024E343033322D53305A3110
05-09-2025 03:26:54.871,93,RECV,7E000F81000020024E333033372D324D4456FB
05-09-2025 03:26:54.904,94,RECV,7E000F81000021024E333033382D59595843C5
05-09-2025 03:26:54.904,95,RECV,7E000F8100001E024E323032392D4B55464CE4
05-09-2025 03:26:54.904,96,RECV,7E000F81000021024E333033392D39394A57FE
05-09-2025 03:26:54.904,97,RECV,7E007D3181F9DF1D02FC004E313033362D493543463F
05-09-2025 03:26:54.904,98,RECV,7E007D3181F9DF1D02FD004E313033372D4154345526
05-09-2025 03:26:54.904,99,RECV,7E000F8100001A024E343033332D57513855E8
05-09-2025 03:26:54.904,100,RECV,7E000F8100001A024E343033342D52374C54F3
05-09-2025 03:26:54.904,101,RECV,7E007D3181F9DF1D02FE004E313033382D524655371E
05-09-2025 03:26:54.904,102,RECV,7E000F8100001A024E343033352D5956314AF1
05-09-2025 03:26:54.904,103,RECV,7E000F8100001A024E343033362D4E524453E3
05-09-2025 03:26:54.904,104,RECV,7E000F81000020024E333034312D474C5A54D8
05-09-2025 03:26:54.904,105,RECV,7E000F8100001A024E343033372D57565A45CD
05-09-2025 03:26:54.904,106,RECV,7E000F81000021024E333034322D53475232F9
05-09-2025 03:26:54.904,107,RECV,7E000F81000020024E333034332D57575130E8
05-09-2025 03:26:54.904,108,RECV,7E000F8100001A024E343033382D4C5A574DCE
05-09-2025 03:26:54.904,109,RECV,7E000F8100001A024E343033392D3938485608
05-09-2025 03:26:54.904,110,RECV,7E000F8100001E024E323033312D4646484603
05-09-2025 03:26:54.904,111,RECV,7E000F8100001E024E323033322D36445A4FF9
05-09-2025 03:26:54.904,112,RECV,7E000F8100001A024E343034302D37334C4E1B
05-09-2025 03:26:54.904,113,RECV,7E000F8100001D024E323033332D5A493857EA
05-09-2025 03:26:54.904,114,RECV,7E000F81000021024E333034352D524C5232F2
05-09-2025 03:26:54.904,115,RECV,7E000F8100001A024E343034312D315533461F
05-09-2025 03:26:54.904,116,RECV,7E000F81000021024E333034362D53395854DB
05-09-2025 03:26:54.904,117,RECV,7E007D3181F9DF1D02FF004E313033392D465A513619
05-09-2025 03:26:54.904,118,RECV,7E000F8100001A024E343034322D42525144F4
05-09-2025 03:26:54.904,119,RECV,7E000F8100001E024E323033342D5335494405
05-09-2025 03:26:54.904,120,RECV,7E000F8100001A024E343034332D54314F49FF
05-09-2025 03:26:54.934,121,RECV,7E000F8100001A024E343034342D504C3156F8
05-09-2025 03:26:54.944,122,RECV,7E000F8100001E024E323033352D58565759BB
05-09-2025 03:26:54.944,123,RECV,7E000F8100001A024E343034352D5438464404
05-09-2025 03:26:54.944,124,RECV,7E000F81000021024E333034382D49424C3307
05-09-2025 03:26:54.944,125,RECV,7E007D3181F9DF1E0202004E313034312D5130454736
05-09-2025 03:26:54.944,126,RECV,7E000F8100001A024E343034362D5137304B16
05-09-2025 03:26:54.944,127,RECV,7E000F81000019024E343034372D4D414B340C
05-09-2025 03:26:54.944,128,RECV,7E007D3181F9DF1E0203004E313034322D3732314B5C
05-09-2025 03:26:54.944,129,RECV,7E007D3181F9DF1D0204004E313034332D305A415223
05-09-2025 03:26:54.975,130,RECV,7E007D3181F9DF1E0206004E313034352D584A34471E
05-09-2025 03:26:54.975,131,RECV,7E000F8100001D024E323033382D32444B457D31
05-09-2025 03:26:54.975,132,RECV,7E000F81000019024E343034392D344744391F
05-09-2025 03:26:54.975,133,RECV,7E000F8100001D024E323033392D48564E54D6
05-09-2025 03:26:54.975,134,RECV,7E000F81000021024E333035302D594C334FF1
05-09-2025 03:26:54.976,135,RECV,7E000F81000021024E333035312D524D5A37E7
05-09-2025 03:26:54.976,136,RECV,7E007D3181F9DF1D0209004E313034382D4354584BFC
05-09-2025 03:26:54.976,137,RECV,7E000F8100001D024E323034312D354F365112
05-09-2025 03:26:54.976,138,RECV,7E000F81000021024E333035322D50544252DE
05-09-2025 03:26:55.099,139,RECV,7E000F8100001A024E343035302D3341564E06
05-09-2025 03:26:55.100,140,RECV,7E007D3181F9DF1D020A004E313034392D454B535001
05-09-2025 03:26:55.100,141,RECV,7E000F8100001D024E323034322D364232551D
05-09-2025 03:26:55.100,142,RECV,7E000F8100001A024E343035312D5438393820
05-09-2025 03:26:55.100,143,RECV,7E000F8100001D024E323034332D4E30524704
05-09-2025 03:26:55.100,144,RECV,7E007D3181F9DF1D020B004E313035302D504847411B
05-09-2025 03:26:55.100,145,RECV,7E000F81000019024E343035322D4B55435AE0
05-09-2025 03:26:55.100,146,RECV,7E007D3181F9DF1D020C004E313035312D57304E362E
05-09-2025 03:26:55.100,147,RECV,7E000F8100001D024E323034352D52304B4FFD
05-09-2025 03:26:55.100,148,RECV,7E007D3181F9DF1D020D004E313035322D35545A460E
05-09-2025 03:26:55.100,149,RECV,7E000F8100001A024E343035332D56514B5ACF
05-09-2025 03:26:55.100,150,RECV,7E000F81000021024E333035332D3144573514
05-09-2025 03:26:55.100,151,RECV,7E000F8100001A024E343035342D4D564946E8
05-09-2025 03:26:55.100,152,RECV,7E000F8100001A024E343035352D42564A39FE
05-09-2025 03:26:55.100,153,RECV,7E000F8100001A024E343035362D4539374320
05-09-2025 03:26:55.100,154,RECV,7E000F81000021024E333035342D3733555401
05-09-2025 03:26:55.100,155,RECV,7E007D3181F9DF1D020E004E313035332D4547314D2B
05-09-2025 03:26:55.100,156,RECV,7E000F8100001D024E323034362D3842445703
05-09-2025 03:26:55.100,157,RECV,7E000F81000021024E333035352D5845314302
05-09-2025 03:26:55.100,158,RECV,7E000F8100001D024E323034372D4E575142DF
05-09-2025 03:26:55.100,159,RECV,7E000F81000021024E333035362D5135394B08
05-09-2025 03:26:55.100,160,RECV,7E000F8100001A024E343035372D58384741FF
05-09-2025 03:26:55.100,161,RECV,7E007D3181F9DF1D020F004E313035342D3446493040
05-09-2025 03:26:55.100,162,RECV,7E000F8100001D024E323034392D4632534FFB
05-09-2025 03:26:55.100,163,RECV,7E000F8100001A024E343035382D4736504603
05-09-2025 03:26:55.148,164,RECV,7E000F8100001A024E343035392D4937363926
05-09-2025 03:26:55.153,165,RECV,7E000F8100001A024E343036302D5349483603
05-09-2025 03:26:55.153,166,RECV,7E000F81000021024E333035382D4B4E4D44E6
05-09-2025 03:26:55.153,167,RECV,7E007D3181F9DF1D0210004E313035352D34534E4814
05-09-2025 03:26:55.153,168,RECV,7E000F81000019024E343036312D324B4E4F03
05-09-2025 03:26:55.154,169,RECV,7E000F81000019024E343036322D45533950FB
05-09-2025 03:26:55.154,170,RECV,7E000F81000019024E343036332D473533323A
05-09-2025 03:26:55.154,171,RECV,7E000F81000019024E343036342D50445534FD
05-09-2025 03:26:55.154,172,RECV,7E000F8100001A024E343036352D314F4852FE
05-09-2025 03:26:55.154,173,RECV,7E007D3181F9DF1D0212004E313035372D56315457FB
05-09-2025 03:26:55.154,174,RECV,7E000F8100001A024E343036362D5649524CDA
05-09-2025 03:26:55.154,175,RECV,7E007D3181F9DF1D027D33004E313035382D47515251F0
05-09-2025 03:26:55.154,176,RECV,7E000F8100001A024E343036372D394E364415
05-09-2025 03:26:55.154,177,RECV,7E000F8100001D024E323035322D4D494458E9
05-09-2025 03:26:55.154,178,RECV,7E007D3181F9DF1D0214004E313035392D58444658EF
05-09-2025 03:26:55.187,179,RECV,7E000F8100001A024E343036382D36595043F3
05-09-2025 03:26:55.211,180,RECV,7E000F8100001A024E343036392D39454857F7
05-09-2025 03:26:55.270,181,RECV,7E000F8100001E024E323035332D544E5552D0
05-09-2025 03:26:55.271,182,RECV,7E000F8100001A024E343037302D4E485450E2
05-09-2025 03:26:55.271,183,RECV,7E007D3181F9DF1D0215004E313036302D5435594905
05-09-2025 03:26:55.271,184,RECV,7E000F81000019024E343037312D3559583501
05-09-2025 03:26:55.271,185,RECV,7E000F81000019024E343037322D4C584C54D7
05-09-2025 03:26:55.271,186,RECV,7E000F8100001E024E323035362D4247335703
05-09-2025 03:26:55.271,187,RECV,7E000F8100001A024E343037332D5339514AF2
05-09-2025 03:26:55.271,188,RECV,7E007D3181F9DF1D0216004E313036312D553359331A
05-09-2025 03:26:55.271,189,RECV,7E000F8100001A024E343037342D4A575949D5
05-09-2025 03:26:55.271,190,RECV,7E007D3181F9DF1D0217004E313036322D56595859CC
05-09-2025 03:26:55.271,191,RECV,7E000F81000018024E343037352D47495858D9
05-09-2025 03:26:55.271,192,RECV,7E000F81000019024E343037362D44515A4DDB
05-09-2025 03:26:55.271,193,RECV,7E000F8100001E024E323035382D534A4346EE
05-09-2025 03:26:55.271,194,RECV,7E000F8100001A024E343037372D4A4136470D
05-09-2025 03:26:55.271,195,RECV,7E000F8100001E024E323035392D4F485533F4
05-09-2025 03:26:55.271,196,RECV,7E000F8100001A024E343037382D3036434E1D
05-09-2025 03:26:55.352,197,RECV,7E000F8100001E024E323036302D5A525954C2
05-09-2025 03:26:55.358,198,RECV,7E000F8100001E024E323036312D503045490C
