06-25-2025 18:12:12.264,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

06-25-2025 18:11:19.973,0,RECV,7E000F8100052D024E353030302D4B394D4CED
06-25-2025 18:11:19.975,1,RECV,7E000F81000830024E383030302D5732303810
06-25-2025 18:11:20.023,2,RECV,7E000F8100052E024E353030312D32535A34F5
06-25-2025 18:11:20.023,3,RECV,7E000F81000830024E383030312D58545438C8
06-25-2025 18:11:20.073,4,RECV,7E000F81000630024E363030322D3352333714
06-25-2025 18:11:20.073,5,RECV,7E000F81000832024E383030332D5A415549C3
06-25-2025 18:11:20.073,6,RECV,7E000F8100052D024E353030332D5538524FD9
06-25-2025 18:11:20.073,7,RECV,7E000F81000631024E363030332D5554484EC2
06-25-2025 18:11:20.123,8,RECV,7E000F81000832024E383030342D5355354CD2
06-25-2025 18:11:20.124,9,RECV,7E000F8100052D024E353030342D55425A42D3
06-25-2025 18:11:20.124,10,RECV,7E000F81000631024E363030342D554B344BE1
06-25-2025 18:11:20.124,11,RECV,7E000F81000833024E383030352D38435032FC
06-25-2025 18:11:20.174,12,RECV,7E000F81000831024E383030362D41555935D6
06-25-2025 18:11:20.174,13,RECV,7E000F8100052E024E353030362D37574732FC
06-25-2025 18:11:20.224,14,RECV,7E000F81000832024E383030372D4139354DFC
06-25-2025 18:11:20.243,15,RECV,7E000F8100052E024E353030372D30565145E6
06-25-2025 18:11:20.244,16,RECV,7E000F81000632024E363030372D46473559E1
06-25-2025 18:11:20.244,17,RECV,7E000F81000831024E383030382D50515355AF
06-25-2025 18:11:20.244,18,RECV,7E000F8100052F024E353030382D4A4D424DDA
06-25-2025 18:11:20.244,19,RECV,7E000F81000632024E363030382D59563051CB
06-25-2025 18:11:20.274,20,RECV,7E000F81000831024E383030392D374739340C
06-25-2025 18:11:20.274,21,RECV,7E000F8100052F024E353030392D53354147EF
06-25-2025 18:11:20.274,22,RECV,7E000F81000733024E373030392D35465454D4
06-25-2025 18:11:20.274,23,RECV,7E000F81000631024E363030392D41495650CB
06-25-2025 18:11:20.274,24,RECV,7E000F81000832024E383031302D57503239EC
06-25-2025 18:11:20.274,25,RECV,7E000F8100052F024E353031302D3531345419
06-25-2025 18:11:20.274,26,RECV,7E000F81000733024E373031302D58503537EB
06-25-2025 18:11:20.294,27,RECV,7E000F81000632024E363031302D5038364301
06-25-2025 18:11:20.305,28,RECV,7E000F81000831024E383031312D4E42304FEF
06-25-2025 18:11:20.306,29,RECV,7E000F8100052F024E353031312D57415857BF
06-25-2025 18:11:20.306,30,RECV,7E000F81000733024E373031312D4A34353318
06-25-2025 18:11:20.325,31,RECV,7E000F81000632024E363031312D47594850C9
06-25-2025 18:11:20.356,32,RECV,7E000F81000832024E383031322D3131354D18
06-25-2025 18:11:20.392,33,RECV,7E000F8100052E024E353031322D47524838ED
06-25-2025 18:11:20.407,34,RECV,7E000F81000831024E383031332D5045484AD5
06-25-2025 18:11:20.407,35,RECV,7E000F8100052E024E353031332D474E354CEF
06-25-2025 18:11:20.424,36,RECV,7E000F81000831024E383031342D3732315809
06-25-2025 18:11:20.424,37,RECV,7E000F8100052E024E353031342D43434A4CE8
06-25-2025 18:11:20.424,38,RECV,7E000F81000830024E383031352D4E5A304CD7
06-25-2025 18:11:20.474,39,RECV,7E000F8100052D024E353031352D504B3855DC
06-25-2025 18:11:20.474,40,RECV,7E000F81000830024E383031362D43503733FD
06-25-2025 18:11:20.474,41,RECV,7E000F8100052D024E353031362D314E42380A
06-25-2025 18:11:20.524,42,RECV,7E000F81000831024E383031372D3150434BE9
06-25-2025 18:11:20.542,43,RECV,7E000F8100052E024E353031372D3243444107
06-25-2025 18:11:20.542,44,RECV,7E000F81000831024E383031382D37594A32EB
06-25-2025 18:11:20.574,45,RECV,7E000F8100052E024E353031382D4C345332FB
06-25-2025 18:11:20.576,46,RECV,7E000F81000630024E363031382D43335533FE
06-25-2025 18:11:20.576,47,RECV,7E000F81000732024E373031382D33464952E4
06-25-2025 18:11:20.576,48,RECV,7E000F81000830024E383031392D37593847E8
06-25-2025 18:11:20.576,49,RECV,7E000F8100052D024E353031392D45544148DE
06-25-2025 18:11:20.585,50,RECV,7E000F8100082F024E383032302D4B4D313304
06-25-2025 18:11:20.624,51,RECV,7E000F8100052D024E353032302D4D4534317D31
06-25-2025 18:11:20.625,52,RECV,7E000F8100062E024E363032302D5945353002
06-25-2025 18:11:20.625,53,RECV,7E000F81000830024E383032312D414D4C50D4
06-25-2025 18:11:20.625,54,RECV,7E000F8100052D024E353032312D3947544DE6
06-25-2025 18:11:20.625,55,RECV,7E000F8100062E024E363032312D58383441FF
06-25-2025 18:11:20.625,56,RECV,7E000F81000830024E383032322D5A464D33DD
06-25-2025 18:11:20.674,57,RECV,7E000F8100052D024E353032322D504F4F4FC9
06-25-2025 18:11:20.695,58,RECV,7E000F81000830024E383032332D554B325AD0
06-25-2025 18:11:20.705,59,RECV,7E000F8100052D024E353032332D4239533205
06-25-2025 18:11:20.708,60,RECV,7E000F81000830024E383032342D334D344FF8
06-25-2025 18:11:20.725,61,RECV,7E000F8100052D024E353032342D49443547FB
06-25-2025 18:11:20.726,62,RECV,7E000F81000830024E383032352D4E4C4639E1
06-25-2025 18:11:20.774,63,RECV,7E000F8100052C024E353032352D33464D47F7
06-25-2025 18:11:20.775,64,RECV,7E000F8100082F024E383032362D4B553744DF
06-25-2025 18:11:20.775,65,RECV,7E000F8100052C024E353032362D44535554C3
06-25-2025 18:11:20.825,66,RECV,7E000F8100082F024E383032372D324F4C50DC
06-25-2025 18:11:20.850,67,RECV,7E000F8100052C024E353032372D344E5158D7
06-25-2025 18:11:20.857,68,RECV,7E000F81000630024E363032372D49475336E3
06-25-2025 18:11:20.859,69,RECV,7E000F81000731024E373032372D5A334244E6
06-25-2025 18:11:20.859,70,RECV,7E000F81000830024E383032382D4D595457A6
06-25-2025 18:11:20.875,71,RECV,7E000F8100052C024E353032382D4B434B46E2
06-25-2025 18:11:20.875,72,RECV,7E000F8100062E024E363032382D38574749DE
06-25-2025 18:11:20.875,73,RECV,7E000F8100052C024E353032392D52493147ED
06-25-2025 18:11:20.925,74,RECV,7E000F8100052C024E353033302D35414E3014
06-25-2025 18:11:20.925,75,RECV,7E000F81000730024E373033302D4B4D4142E5
06-25-2025 18:11:20.975,76,RECV,7E000F8100052C024E353033312D58385A32EB
06-25-2025 18:11:20.999,77,RECV,7E000F81000730024E373033312D33514D54DA
06-25-2025 18:11:20.999,78,RECV,7E000F8100052C024E353033322D454E5241E0
06-25-2025 18:11:20.999,79,RECV,7E000F8100082F024E383033332D36554F43DF
06-25-2025 18:11:20.999,80,RECV,7E000F8100062E024E363033322D414C5437EA
06-25-2025 18:11:20.999,81,RECV,7E000F81000731024E373033322D30514249F1
06-25-2025 18:11:21.025,82,RECV,7E000F8100052C024E353033332D46344943FF
06-25-2025 18:11:21.025,83,RECV,7E000F8100082E024E383033342D45444E50D5
06-25-2025 18:11:21.025,84,RECV,7E000F8100062F024E363033332D51523249E2
06-25-2025 18:11:21.025,85,RECV,7E000F81000730024E373033332D384A5455D2
06-25-2025 18:11:21.025,86,RECV,7E000F8100062E024E363033342D49445539E5
