06-02-2025 20:53:49.841,-,API2,"Sink 1,0013A20041839DB1,802.15.4 TH,2003,/dev/ttyUSB0 - 57600/8/M/1/N,1,46"

06-02-2025 20:48:03.329,0,RECV,7E007D318100011E02D7004E313030302D5141554122
06-02-2025 20:48:05.835,1,RECV,7E007D3181000535027C004E353030312D364A5A4A61
06-02-2025 20:48:05.836,2,RECV,7E007D318100011D02D8004E313030312D535048510D
06-02-2025 20:48:08.302,3,RECV,7E007D3181000536027D5D004E353030322D4B49554F4A
06-02-2025 20:48:08.303,4,RECV,7E007D318100011D02D9004E313030322D464B53362D
06-02-2025 20:48:10.799,5,RECV,7E007D31810005340280004E353030332D51434D534C
06-02-2025 20:48:10.810,6,RECV,7E007D318100011D02DA004E313030332D364533385F
06-02-2025 20:48:13.306,7,RECV,7E007D31810005340283004E353030342D5152314662
06-02-2025 20:48:13.306,8,RECV,7E007D318100011D02DB004E313030342D38374D384F
06-02-2025 20:48:15.812,9,RECV,7E007D31810005340284004E353030352D574B435045
06-02-2025 20:48:15.823,10,RECV,7E007D3181000235029D004E323030352D4549325056
06-02-2025 20:48:15.823,11,RECV,7E007D318100011E02DC004E313030352D4243304348
06-02-2025 20:48:18.319,12,RECV,7E007D31810005350286004E353030362D32355A476E
06-02-2025 20:48:18.320,13,RECV,7E007D3181000235029F004E323030362D5046505429
06-02-2025 20:48:18.321,14,RECV,7E007D318100062D0258004E363030362D594439557F
06-02-2025 20:48:18.369,15,RECV,7E007D318100011E02DE004E313030362D3858454523
06-02-2025 20:48:20.827,16,RECV,7E007D31810005360289004E353030372D385A31515D
06-02-2025 20:48:20.827,17,RECV,7E007D3181000630025B004E363030372D384852349D
06-02-2025 20:48:20.836,18,RECV,7E007D318100011E02E1004E313030372D4D49415210
06-02-2025 20:48:23.333,19,RECV,7E007D3181000534028A004E353030382D485A334953
06-02-2025 20:48:23.338,20,RECV,7E007D3181000631025C004E363030382D53464B5963
06-02-2025 20:48:23.339,21,RECV,7E007D318100011E02E3004E313030382D5038465414
06-02-2025 20:48:25.841,22,RECV,7E007D3181000537028D004E353030392D3559545434
06-02-2025 20:48:25.841,23,RECV,7E007D318100023102A6004E323030392D3558453853
06-02-2025 20:48:25.842,24,RECV,7E007D3181000634025F004E363030392D344A5A348D
06-02-2025 20:48:25.842,25,RECV,7E007D318100011E02E5004E313030392D4D504B57F4
06-02-2025 20:48:28.347,26,RECV,7E007D3181000534028E004E353031302D5355504D2F
06-02-2025 20:48:28.360,27,RECV,7E007D318100023202A9004E323031302D3946304C66
06-02-2025 20:48:28.361,28,RECV,7E007D31810006310260004E363031302D434E495574
06-02-2025 20:48:28.361,29,RECV,7E007D318100011E02E8004E313031302D485639520F
06-02-2025 20:48:30.804,30,RECV,7E007D31810005340291004E353031312D564C364D4B
06-02-2025 20:48:30.854,31,RECV,7E007D318100023302AB004E323031312D5657314D32
06-02-2025 20:48:30.857,32,RECV,7E007D31810006310263004E363031312D4F4E484E6C
06-02-2025 20:48:30.857,33,RECV,7E007D318100011E02EA004E313031312D384A393446
06-02-2025 20:48:33.311,34,RECV,7E007D31810005340294004E353031322D4A47523851
06-02-2025 20:48:33.361,35,RECV,7E007D318100023302AD004E323031322D3935553067
06-02-2025 20:48:33.362,36,RECV,7E007D31810006320266004E363031322D384A4B5578
