0
42.0
38.0
34.0
28.0
23.0
23.0
57.0
56.0
47.0
41.0
35.0
29.0
23.0
61.0
57.0
51.0
45.0
39.0
33.0
25.0
20.0
62.0
56.0
50.0
43.0
37.0
32.0
26.0
19.0
61.0
60.0
54.0
48.0
42.0
34.0
29.0
27.0
22.0
16.0
49.0
45.0
38.0
31.0
25.0
68.0
63.0
63.0
57.0
50.0
44.0
39.0
43.0
35.0
28.0
60.0
73.0
67.0
59.0
52.0
44.0
37.0
62.0
57.0
51.0
45.0
36.0
30.0
24.0
38.0
32.0
25.0
49.0
46.0
40.0
33.0
28.0
39.0
33.0
27.0
52.0
59.0
55.0
49.0
41.0
27.0
52.0
59.0
55.0
49.0
41.0
32.0
36.0
29.0
22.0
55.0
54.0
48.0
43.0
37.0
37.0
