timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 03:17:18.389,2026-03-04 03:17:18.336,N2000-C3G7,49.884
2026-03-04 03:17:18.439,2026-03-04 03:17:18.397,N2001-7H41,38.884
2026-03-04 03:17:18.489,2026-03-04 03:17:18.458,N2002-H31C,27.884
2026-03-04 03:17:18.550,2026-03-04 03:17:18.519,N2003-IHG3,27.884
2026-03-04 03:17:18.640,2026-03-04 03:17:18.581,N2004-D144,55.884
2026-03-04 03:17:18.690,2026-03-04 03:17:18.642,N2005-C50F,44.884
2026-03-04 03:17:18.740,2026-03-04 03:17:18.703,N2006-HADI,33.884
2026-03-04 03:17:18.790,2026-03-04 03:17:18.764,N2007-2354,22.884
2026-03-04 03:17:18.890,2026-03-04 03:17:18.825,N2008-BHDC,61.884
2026-03-04 03:17:18.940,2026-03-04 03:17:18.886,N2009-3EJE,50.884
2026-03-04 03:17:18.990,2026-03-04 03:17:18.948,N2010-7II7,38.884
2026-03-04 03:17:19.040,2026-03-04 03:17:19.009,N2011-J972,27.884
2026-03-04 03:17:19.141,2026-03-04 03:17:19.070,N2012-B78H,67.884
2026-03-04 03:17:19.191,2026-03-04 03:17:19.131,N2013-E82F,56.884
2026-03-04 03:17:19.241,2026-03-04 03:17:19.192,N2014-9D74,45.884
2026-03-04 03:17:19.291,2026-03-04 03:17:19.253,N2015-64F0,34.884
2026-03-04 03:17:19.341,2026-03-04 03:17:19.314,N2016-ED68,23.884
2026-03-04 03:17:19.441,2026-03-04 03:17:19.375,N2017-6ED2,62.884
2026-03-04 03:17:19.491,2026-03-04 03:17:19.436,N2018-5I1H,51.884
2026-03-04 03:17:19.541,2026-03-04 03:17:19.498,N2019-EHJG,39.884
2026-03-04 03:17:19.592,2026-03-04 03:17:19.559,N2020-E9H4,29.884
2026-03-04 03:17:19.642,2026-03-04 03:17:19.620,N2021-3957,18.884
2026-03-04 03:17:19.742,2026-03-04 03:17:19.681,N2022-HHJI,57.884
2026-03-04 03:17:19.792,2026-03-04 03:17:19.742,N2023-AE1H,46.884
2026-03-04 03:17:19.842,2026-03-04 03:17:19.803,N2024-AEJB,35.884
2026-03-04 03:17:19.892,2026-03-04 03:17:19.864,N2025-5929,24.884
2026-03-04 03:17:19.962,2026-03-04 03:17:19.925,N2026-DCEA,33.884
2026-03-04 03:17:20.042,2026-03-04 03:17:19.987,N2027-GG87,51.884
2026-03-04 03:17:20.093,2026-03-04 03:17:20.048,N2028-376A,41.884
2026-03-04 03:17:20.143,2026-03-04 03:17:20.109,N2029-ACD8,30.884
2026-03-04 03:17:20.243,2026-03-04 03:17:20.170,N2030-GFE4,69.884
2026-03-04 03:17:20.264,2026-03-04 03:17:20.231,N2031-857G,29.884
2026-03-04 03:17:20.343,2026-03-04 03:17:20.292,N2032-6GC5,47.884
2026-03-04 03:17:20.393,2026-03-04 03:17:20.353,N2033-54G1,36.884
