timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 03:04:32.198,2026-03-04 03:04:25.619,N6003-4FPX,103.721
2026-03-04 03:04:32.198,2026-03-04 03:04:25.621,N6004-7RM5,101.721
2026-03-04 03:04:32.199,2026-03-04 03:04:25.630,N6007-KUZ8,93.721
2026-03-04 03:04:32.397,2026-03-04 03:04:25.682,N6031-5KZF,239.721
2026-03-04 03:04:32.398,2026-03-04 03:04:25.688,N6033-YMBO,234.721
2026-03-04 03:04:32.398,2026-03-04 03:04:25.690,N6034-C7T6,232.721
2026-03-04 03:04:32.399,2026-03-04 03:04:25.699,N6038-V1T6,224.721
2026-03-04 03:04:32.399,2026-03-04 03:04:25.701,N6039-W012,222.721
2026-03-04 03:04:32.491,2026-03-04 03:04:25.711,N6044-3DJ0,304.721
2026-03-04 03:04:32.491,2026-03-04 03:04:25.721,N6049-NZ4U,294.721
2026-03-04 03:04:32.492,2026-03-04 03:04:25.765,N6058-2CSV,251.721
2026-03-04 03:04:32.492,2026-03-04 03:04:25.767,N6059-ITL1,249.721
2026-03-04 03:04:32.584,2026-03-04 03:04:25.782,N6064-YS7H,326.721
2026-03-04 03:04:32.584,2026-03-04 03:04:25.784,N6065-WNGC,324.721
2026-03-04 03:04:32.586,2026-03-04 03:04:25.833,N6076-87DJ,277.721
2026-03-04 03:04:32.586,2026-03-04 03:04:25.862,N6079-4TX4,248.721
2026-03-04 03:04:32.586,2026-03-04 03:04:25.864,N6080-05BE,246.721
2026-03-04 03:04:32.586,2026-03-04 03:04:25.866,N6081-CVB5,244.721
2026-03-04 03:04:32.678,2026-03-04 03:04:25.872,N6084-UEIC,330.721
2026-03-04 03:04:32.678,2026-03-04 03:04:25.874,N6085-ADMB,328.721
2026-03-04 03:04:32.678,2026-03-04 03:04:25.881,N6086-00F5,321.721
2026-03-04 03:04:32.678,2026-03-04 03:04:25.889,N6090-IJAX,313.721
2026-03-04 03:04:32.679,2026-03-04 03:04:25.922,N6095-0EZS,281.721
2026-03-04 03:04:32.782,2026-03-04 03:04:26.042,N6124-LLDF,264.721
2026-03-04 03:04:32.782,2026-03-04 03:04:26.044,N6125-XUS9,262.721
2026-03-04 03:04:32.783,2026-03-04 03:04:26.046,N6126-L6PQ,261.721
2026-03-04 03:04:32.783,2026-03-04 03:04:26.070,N6127-2FYU,237.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.074,N6129-DH7T,316.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.076,N6130-XXI2,314.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.078,N6131-52YM,312.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.080,N6132-AOYF,310.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.090,N6134-Y4IF,300.721
2026-03-04 03:04:32.866,2026-03-04 03:04:26.092,N6135-419L,298.721
2026-03-04 03:04:32.867,2026-03-04 03:04:26.094,N6136-L78M,297.721
2026-03-04 03:04:32.867,2026-03-04 03:04:26.096,N6137-MYAR,295.721
2026-03-04 03:04:32.867,2026-03-04 03:04:26.098,N6138-M1V1,293.721
2026-03-04 03:04:32.867,2026-03-04 03:04:26.125,N6140-T3V9,266.721
2026-03-04 03:04:32.868,2026-03-04 03:04:26.128,N6142-XWLS,264.721
2026-03-04 03:04:32.868,2026-03-04 03:04:26.130,N6143-O3IO,262.721
2026-03-04 03:04:32.868,2026-03-04 03:04:26.140,N6146-C061,252.721
2026-03-04 03:04:32.876,2026-03-04 03:04:26.142,N6147-9VDF,258.721
2026-03-04 03:04:32.876,2026-03-04 03:04:26.144,N6148-OLS8,256.721
2026-03-04 03:04:33.057,2026-03-04 03:04:26.318,N6187-SI8I,263.721
2026-03-04 03:04:33.099,2026-03-04 03:04:26.366,N6198-WU1W,257.721
2026-03-04 03:04:33.099,2026-03-04 03:04:26.368,N6199-O8A1,255.721
