timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 03:15:54.377,2026-03-04 03:15:47.887,N6000-6T6V,14.721
2026-03-04 03:15:54.407,2026-03-04 03:15:47.918,N6001-Q4UI,13.721
2026-03-04 03:15:54.457,2026-03-04 03:15:47.949,N6002-ZF4C,32.721
2026-03-04 03:15:54.477,2026-03-04 03:15:47.980,N6003-2PHI,21.721
2026-03-04 03:15:54.507,2026-03-04 03:15:47.011,N6004-Q6E3,1020.721
2026-03-04 03:15:54.557,2026-03-04 03:15:48.073,N6006-19DX,8.721
2026-03-04 03:15:54.607,2026-03-04 03:15:48.104,N6007-C3GH,27.721
2026-03-04 03:15:54.657,2026-03-04 03:15:48.135,N6008-7I2E,46.721
2026-03-04 03:15:54.658,2026-03-04 03:15:48.167,N6009-FX3L,15.721
2026-03-04 03:15:54.708,2026-03-04 03:15:48.198,N6010-67FK,34.721
2026-03-04 03:15:54.708,2026-03-04 03:15:48.230,N6011-DJF8,2.721
2026-03-04 03:15:54.758,2026-03-04 03:15:48.261,N6012-UMV0,21.721
2026-03-04 03:15:54.808,2026-03-04 03:15:48.292,N6013-WUON,40.721
2026-03-04 03:15:54.808,2026-03-04 03:15:48.324,N6014-B8YW,8.721
2026-03-04 03:15:54.858,2026-03-04 03:15:48.355,N6015-4GEU,27.721
2026-03-04 03:15:54.908,2026-03-04 03:15:48.387,N6016-OYVT,45.721
2026-03-04 03:15:54.908,2026-03-04 03:15:48.418,N6017-GV0G,14.721
2026-03-04 03:15:55.008,2026-03-04 03:15:48.481,N6019-CZ1F,51.721
2026-03-04 03:15:55.009,2026-03-04 03:15:48.513,N6020-3KSJ,20.721
2026-03-04 03:15:55.058,2026-03-04 03:15:48.544,N6021-Y93A,38.721
2026-03-04 03:15:55.069,2026-03-04 03:15:48.576,N6022-7VHJ,17.721
2026-03-04 03:15:55.099,2026-03-04 03:15:48.607,N6023-B59N,16.721
2026-03-04 03:15:55.129,2026-03-04 03:15:48.639,N6024-0HVZ,14.721
2026-03-04 03:15:55.359,2026-03-04 03:15:48.859,N6031-X4A5,24.721
2026-03-04 03:15:55.409,2026-03-04 03:15:48.891,N6032-2UO0,42.721
2026-03-04 03:15:55.419,2026-03-04 03:15:48.922,N6033-AAK7,21.721
2026-03-04 03:15:55.459,2026-03-04 03:15:48.954,N6034-MM66,29.721
2026-03-04 03:15:55.459,2026-03-04 03:15:48.985,N6035-64SL,-1.279
2026-03-04 03:15:55.509,2026-03-04 03:15:49.017,N6036-7DRX,16.721
2026-03-04 03:15:55.559,2026-03-04 03:15:49.048,N6037-BVW5,35.721
