timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 03:17:18.377,2026-03-04 03:17:18.331,N1000-3J5I,42.884
2026-03-04 03:17:18.427,2026-03-04 03:17:18.392,N1001-29F8,31.884
2026-03-04 03:17:18.478,2026-03-04 03:17:18.454,N1002-D5AI,20.884
2026-03-04 03:17:18.558,2026-03-04 03:17:18.515,N1003-74F2,39.884
2026-03-04 03:17:18.628,2026-03-04 03:17:18.576,N1004-DFCJ,48.884
2026-03-04 03:17:18.678,2026-03-04 03:17:18.637,N1005-CC69,37.884
2026-03-04 03:17:18.728,2026-03-04 03:17:18.699,N1006-5FJ1,25.884
2026-03-04 03:17:18.828,2026-03-04 03:17:18.760,N1007-BFC4,64.884
2026-03-04 03:17:18.878,2026-03-04 03:17:18.821,N1008-81F4,53.884
2026-03-04 03:17:18.928,2026-03-04 03:17:18.882,N1009-3C6E,42.884
2026-03-04 03:17:18.978,2026-03-04 03:17:18.944,N1010-43B0,30.884
2026-03-04 03:17:19.029,2026-03-04 03:17:18.005,N1011-DJF5,1020.884
2026-03-04 03:17:19.129,2026-03-04 03:17:19.066,N1012-F2J0,59.884
2026-03-04 03:17:19.179,2026-03-04 03:17:19.127,N1013-7E0C,48.884
2026-03-04 03:17:19.229,2026-03-04 03:17:19.189,N1014-DF57,36.884
2026-03-04 03:17:19.279,2026-03-04 03:17:19.250,N1015-2B66,25.884
2026-03-04 03:17:19.349,2026-03-04 03:17:19.311,N1016-CG9A,34.884
2026-03-04 03:17:19.429,2026-03-04 03:17:19.372,N1017-9A99,53.884
2026-03-04 03:17:19.479,2026-03-04 03:17:19.433,N1018-A128,42.884
2026-03-04 03:17:19.530,2026-03-04 03:17:19.494,N1019-19D7,32.884
2026-03-04 03:17:19.580,2026-03-04 03:17:19.556,N1020-J4B1,20.884
2026-03-04 03:17:19.650,2026-03-04 03:17:19.617,N1021-JBAB,29.884
2026-03-04 03:17:19.730,2026-03-04 03:17:19.678,N1022-BJ8F,48.884
2026-03-04 03:17:19.780,2026-03-04 03:17:19.739,N1023-3071,37.884
2026-03-04 03:17:19.830,2026-03-04 03:17:19.801,N1024-5917,25.884
2026-03-04 03:17:19.930,2026-03-04 03:17:19.862,N1025-21EJ,64.884
2026-03-04 03:17:19.980,2026-03-04 03:17:19.923,N1026-7B2B,53.884
2026-03-04 03:17:20.030,2026-03-04 03:17:19.984,N1027-GI7J,42.884
2026-03-04 03:17:20.081,2026-03-04 03:17:20.045,N1028-H63A,32.884
2026-03-04 03:17:20.131,2026-03-04 03:17:20.107,N1029-J821,20.884
2026-03-04 03:17:20.231,2026-03-04 03:17:20.168,N1030-IJJH,59.884
