timestamp_sink,timestamp_node,payload,delay_ms
2026-03-14 03:39:54.572,2026-03-14 03:39:54.522,N5000-3FBG,50.000
2026-03-14 03:39:54.621,2026-03-14 03:39:54.567,N5002-8C25,54.000
2026-03-14 03:39:54.772,2026-03-14 03:39:54.718,N5009-1E16,54.000
2026-03-14 03:39:54.773,2026-03-14 03:39:54.742,N5010-G3IH,31.000
2026-03-14 03:39:54.822,2026-03-14 03:39:54.763,N5011-3JH7,59.000
2026-03-14 03:39:54.823,2026-03-14 03:39:54.784,N5012-A367,39.000
2026-03-14 03:39:54.873,2026-03-14 03:39:54.806,N5013-DE87,67.000
2026-03-14 03:39:54.873,2026-03-14 03:39:54.827,N5014-J9J1,46.000
2026-03-14 03:39:54.874,2026-03-14 03:39:54.849,N5015-ED9A,25.000
2026-03-14 03:39:54.923,2026-03-14 03:39:54.870,N5016-FEJ4,53.000
2026-03-14 03:39:54.923,2026-03-14 03:39:54.891,N5017-792G,32.000
2026-03-14 03:39:54.973,2026-03-14 03:39:54.913,N5018-546G,60.000
2026-03-14 03:39:54.984,2026-03-14 03:39:54.934,N5019-555F,50.000
2026-03-14 03:39:55.023,2026-03-14 03:39:54.956,N5020-066H,67.000
2026-03-14 03:39:55.023,2026-03-14 03:39:54.977,N5021-5169,46.000
2026-03-14 03:39:55.024,2026-03-14 03:39:54.998,N5022-6A96,26.000
2026-03-14 03:39:55.074,2026-03-14 03:39:55.020,N5023-D9AJ,54.000
2026-03-14 03:39:55.074,2026-03-14 03:39:55.041,N5024-HGGC,33.000
2026-03-14 03:39:55.123,2026-03-14 03:39:55.063,N5025-BGG8,60.000
2026-03-14 03:39:55.124,2026-03-14 03:39:55.084,N5026-IABH,40.000
2026-03-14 03:39:55.134,2026-03-14 03:39:55.105,N5027-HJ09,29.000
2026-03-14 03:39:55.174,2026-03-14 03:39:55.127,N5028-29EJ,47.000
2026-03-14 03:39:55.175,2026-03-14 03:39:55.148,N5029-EDJB,27.000
2026-03-14 03:39:55.206,2026-03-14 03:39:55.170,N5030-GHI0,36.000
2026-03-14 03:39:55.224,2026-03-14 03:39:55.191,N5031-3A16,33.000
2026-03-14 03:39:55.274,2026-03-14 03:39:55.212,N5032-H833,62.000
2026-03-14 03:39:55.275,2026-03-14 03:39:55.234,N5033-A9AE,41.000
2026-03-14 03:39:55.325,2026-03-14 03:39:55.255,N5034-HGF8,70.000
2026-03-14 03:39:55.325,2026-03-14 03:39:55.277,N5035-BBBF,48.000
2026-03-14 03:39:55.325,2026-03-14 03:39:55.298,N5036-1595,27.000
2026-03-14 03:39:55.375,2026-03-14 03:39:55.319,N5037-J67E,56.000
2026-03-14 03:39:55.376,2026-03-14 03:39:55.341,N5038-26BI,35.000
2026-03-14 03:39:55.397,2026-03-14 03:39:55.362,N5039-CH7F,35.000
2026-03-14 03:39:55.425,2026-03-14 03:39:55.384,N5040-HC33,41.000
2026-03-14 03:39:55.426,2026-03-14 03:39:55.405,N5041-J5AG,21.000
2026-03-14 03:39:55.457,2026-03-14 03:39:55.426,N5042-C268,31.000
2026-03-14 03:39:55.476,2026-03-14 03:39:55.448,N5043-3H2I,28.000
2026-03-14 03:39:55.526,2026-03-14 03:39:55.469,N5044-FCCE,57.000
2026-03-14 03:39:55.527,2026-03-14 03:39:55.491,N5045-6JC4,36.000
2026-03-14 03:39:55.576,2026-03-14 03:39:55.512,N5046-829I,64.000
2026-03-14 03:39:55.576,2026-03-14 03:39:55.533,N5047-C640,43.000
2026-03-14 03:39:55.587,2026-03-14 03:39:55.555,N5048-CFAE,32.000
2026-03-14 03:39:55.627,2026-03-14 03:39:55.576,N5049-CD74,51.000
2026-03-14 03:39:55.627,2026-03-14 03:39:55.598,N5050-C42E,29.000
2026-03-14 03:39:55.677,2026-03-14 03:39:55.619,N5051-JBID,58.000
2026-03-14 03:39:55.678,2026-03-14 03:39:55.640,N5052-C97I,38.000
2026-03-14 03:39:55.678,2026-03-14 03:39:55.662,N5053-0HEG,16.000
2026-03-14 03:39:55.727,2026-03-14 03:39:55.683,N5054-9D18,44.000
2026-03-14 03:39:55.727,2026-03-14 03:39:55.705,N5055-01H9,22.000
2026-03-14 03:39:55.777,2026-03-14 03:39:55.726,N5056-2670,51.000
2026-03-14 03:39:55.778,2026-03-14 03:39:55.747,N5057-062G,31.000
2026-03-14 03:39:55.828,2026-03-14 03:39:55.769,N5058-HG5E,59.000
2026-03-14 03:39:55.828,2026-03-14 03:39:55.790,N5059-JAD5,38.000
2026-03-14 03:39:55.839,2026-03-14 03:39:55.812,N5060-C415,27.000
2026-03-14 03:39:55.877,2026-03-14 03:39:55.833,N5061-JIDE,44.000
2026-03-14 03:39:55.879,2026-03-14 03:39:55.854,N5062-34DJ,25.000
2026-03-14 03:39:55.928,2026-03-14 03:39:55.876,N5063-BA11,52.000
2026-03-14 03:39:55.929,2026-03-14 03:39:55.897,N5064-1CA0,32.000
2026-03-14 03:39:55.940,2026-03-14 03:39:55.919,N5065-J0GJ,21.000
2026-03-14 03:39:55.979,2026-03-14 03:39:55.940,N5066-4GFH,39.000
2026-03-14 03:39:56.028,2026-03-14 03:39:55.961,N5067-A035,67.000
2026-03-14 03:39:56.030,2026-03-14 03:39:55.983,N5068-32JD,47.000
2026-03-14 03:39:56.031,2026-03-14 03:39:55.004,N5069-797C,1027.000
2026-03-14 03:39:56.079,2026-03-14 03:39:56.025,N5070-HBC2,54.000
2026-03-14 03:39:56.079,2026-03-14 03:39:56.047,N5071-F9D4,32.000
2026-03-14 03:39:56.129,2026-03-14 03:39:56.068,N5072-D5II,61.000
