timestamp_sink,timestamp_node,payload,delay_ms
2026-03-14 03:45:02.553,2026-03-14 03:45:02.517,N3000-3577,36.000
2026-03-14 03:45:02.603,2026-03-14 03:45:02.578,N3001-B773,25.000
2026-03-14 03:45:02.704,2026-03-14 03:45:02.640,N3002-00H3,64.000
2026-03-14 03:45:02.754,2026-03-14 03:45:02.700,N3003-4221,54.000
2026-03-14 03:45:02.804,2026-03-14 03:45:02.761,N3004-9HE8,43.000
2026-03-14 03:45:02.854,2026-03-14 03:45:02.822,N3005-B908,32.000
2026-03-14 03:45:02.904,2026-03-14 03:45:02.883,N3006-I8H9,21.000
2026-03-14 03:45:03.005,2026-03-14 03:45:02.944,N3007-FA2B,61.000
2026-03-14 03:45:03.055,2026-03-14 03:45:02.005,N3008-5HJ2,1050.000
2026-03-14 03:45:03.106,2026-03-14 03:45:03.065,N3009-CG48,41.000
2026-03-14 03:45:03.156,2026-03-14 03:45:03.126,N3010-4D1I,30.000
2026-03-14 03:45:03.206,2026-03-14 03:45:03.187,N3011-AA03,19.000
2026-03-14 03:45:03.307,2026-03-14 03:45:03.248,N3012-93IC,59.000
2026-03-14 03:45:03.356,2026-03-14 03:45:03.309,N3013-0CE4,47.000
2026-03-14 03:45:03.407,2026-03-14 03:45:03.369,N3014-AJI6,38.000
2026-03-14 03:45:03.467,2026-03-14 03:45:03.430,N3015-1EHF,37.000
2026-03-14 03:45:03.557,2026-03-14 03:45:03.491,N3016-AH04,66.000
2026-03-14 03:45:03.608,2026-03-14 03:45:03.552,N3017-7378,56.000
2026-03-14 03:45:03.658,2026-03-14 03:45:03.613,N3018-G1B8,45.000
2026-03-14 03:45:03.708,2026-03-14 03:45:03.674,N3019-37HA,34.000
2026-03-14 03:45:03.768,2026-03-14 03:45:03.735,N3020-067F,33.000
2026-03-14 03:45:03.859,2026-03-14 03:45:03.796,N3021-F4BH,63.000
2026-03-14 03:45:03.909,2026-03-14 03:45:03.857,N3022-1433,52.000
2026-03-14 03:45:03.959,2026-03-14 03:45:03.919,N3023-A150,40.000
2026-03-14 03:45:04.009,2026-03-14 03:45:03.980,N3024-G3JA,29.000
2026-03-14 03:45:04.110,2026-03-14 03:45:04.041,N3025-5DG6,69.000
2026-03-14 03:45:04.161,2026-03-14 03:45:04.102,N3026-I9AF,59.000
2026-03-14 03:45:04.211,2026-03-14 03:45:04.164,N3027-A3HA,47.000
2026-03-14 03:45:04.261,2026-03-14 03:45:04.225,N3028-1BHG,36.000
2026-03-14 03:45:04.311,2026-03-14 03:45:04.286,N3029-9C7D,25.000
2026-03-14 03:45:04.412,2026-03-14 03:45:04.348,N3030-1JC3,64.000
2026-03-14 03:45:04.462,2026-03-14 03:45:04.409,N3031-DD16,53.000
2026-03-14 03:45:04.512,2026-03-14 03:45:04.470,N3032-D872,42.000
