timestamp_sink,timestamp_node,payload,delay_ms
2026-03-14 03:37:07.773,2026-03-14 03:37:07.721,N5000-HH56,52.000
2026-03-14 03:37:07.775,2026-03-14 03:37:07.733,N5001-D4BC,42.000
2026-03-14 03:37:07.775,2026-03-14 03:37:07.745,N5002-4257,30.000
2026-03-14 03:37:07.823,2026-03-14 03:37:07.769,N5004-GH89,54.000
2026-03-14 03:37:07.824,2026-03-14 03:37:07.781,N5005-F5GB,43.000
2026-03-14 03:37:07.824,2026-03-14 03:37:07.792,N5006-3G27,32.000
2026-03-14 03:37:07.824,2026-03-14 03:37:07.804,N5007-I64I,20.000
2026-03-14 03:37:07.874,2026-03-14 03:37:07.816,N5008-GEBD,58.000
2026-03-14 03:37:07.874,2026-03-14 03:37:07.827,N5009-CE66,47.000
2026-03-14 03:37:07.874,2026-03-14 03:37:07.838,N5010-7I27,36.000
2026-03-14 03:37:07.874,2026-03-14 03:37:07.850,N5011-77C5,24.000
2026-03-14 03:37:07.886,2026-03-14 03:37:07.861,N5012-AI82,25.000
2026-03-14 03:37:07.924,2026-03-14 03:37:07.872,N5013-JE81,52.000
2026-03-14 03:37:07.924,2026-03-14 03:37:07.884,N5014-D74F,40.000
2026-03-14 03:37:07.924,2026-03-14 03:37:07.895,N5015-C38I,29.000
2026-03-14 03:37:07.974,2026-03-14 03:37:07.906,N5016-590A,68.000
2026-03-14 03:37:07.974,2026-03-14 03:37:07.917,N5017-9BH2,57.000
2026-03-14 03:37:07.975,2026-03-14 03:37:07.929,N5018-HC1F,46.000
2026-03-14 03:37:07.975,2026-03-14 03:37:07.940,N5019-21A6,35.000
2026-03-14 03:37:07.985,2026-03-14 03:37:07.951,N5020-GG6D,34.000
2026-03-14 03:37:08.006,2026-03-14 03:37:07.963,N5021-40EG,43.000
2026-03-14 03:37:08.006,2026-03-14 03:37:07.974,N5022-BDFD,32.000
2026-03-14 03:37:08.024,2026-03-14 03:37:07.985,N5023-E5DH,39.000
2026-03-14 03:37:08.034,2026-03-14 03:37:07.997,N5024-DHH5,37.000
2026-03-14 03:37:08.035,2026-03-14 03:37:07.008,N5025-IDGF,1027.000
2026-03-14 03:37:08.046,2026-03-14 03:37:08.019,N5026-4B04,27.000
2026-03-14 03:37:08.067,2026-03-14 03:37:08.031,N5027-5IBC,36.000
2026-03-14 03:37:08.067,2026-03-14 03:37:08.042,N5028-CB8H,25.000
2026-03-14 03:37:08.078,2026-03-14 03:37:08.053,N5029-G68A,25.000
2026-03-14 03:37:08.124,2026-03-14 03:37:08.065,N5030-2C83,59.000
2026-03-14 03:37:08.125,2026-03-14 03:37:08.076,N5031-EGC7,49.000
2026-03-14 03:37:08.125,2026-03-14 03:37:08.087,N5032-5HF0,38.000
2026-03-14 03:37:08.126,2026-03-14 03:37:08.099,N5033-B7F6,27.000
2026-03-14 03:37:08.146,2026-03-14 03:37:08.110,N5034-A6C6,36.000
2026-03-14 03:37:08.159,2026-03-14 03:37:08.121,N5035-H5HG,38.000
2026-03-14 03:37:08.159,2026-03-14 03:37:08.133,N5036-C0CF,26.000
2026-03-14 03:37:08.174,2026-03-14 03:37:08.144,N5037-9ADD,30.000
2026-03-14 03:37:08.174,2026-03-14 03:37:08.155,N5038-4J51,19.000
2026-03-14 03:37:08.225,2026-03-14 03:37:08.167,N5039-5I2I,58.000
2026-03-14 03:37:08.226,2026-03-14 03:37:08.178,N5040-J7AI,48.000
2026-03-14 03:37:08.226,2026-03-14 03:37:08.189,N5041-0IG8,37.000
