timestamp_sink,timestamp_node,payload,delay_ms
2026-03-14 03:54:43.243,2026-03-14 03:54:43.195,N6000-U1KS,48.000
2026-03-14 03:54:43.344,2026-03-14 03:54:43.297,N6001-7UPX,47.000
2026-03-14 03:54:43.444,2026-03-14 03:54:43.398,N6002-RUL4,46.000
2026-03-14 03:54:43.545,2026-03-14 03:54:43.500,N6003-1YE7,45.000
2026-03-14 03:54:43.645,2026-03-14 03:54:43.601,N6004-22BH,44.000
2026-03-14 03:54:43.746,2026-03-14 03:54:43.703,N6005-KC8B,43.000
2026-03-14 03:54:43.847,2026-03-14 03:54:43.804,N6006-EI9M,43.000
2026-03-14 03:54:43.947,2026-03-14 03:54:43.906,N6007-8ALM,41.000
2026-03-14 03:54:44.077,2026-03-14 03:54:43.008,N6008-0JJG,1069.000
2026-03-14 03:54:44.147,2026-03-14 03:54:44.109,N6009-6VSW,38.000
2026-03-14 03:54:44.247,2026-03-14 03:54:44.211,N6010-0L10,36.000
2026-03-14 03:54:44.358,2026-03-14 03:54:44.312,N6011-LLUE,46.000
2026-03-14 03:54:44.448,2026-03-14 03:54:44.414,N6012-A1SN,34.000
2026-03-14 03:54:44.548,2026-03-14 03:54:44.515,N6013-LEVL,33.000
2026-03-14 03:54:44.661,2026-03-14 03:54:44.617,N6014-CRTL,44.000
2026-03-14 03:54:44.750,2026-03-14 03:54:44.718,N6015-VKVF,32.000
2026-03-14 03:54:44.850,2026-03-14 03:54:44.820,N6016-B4R7,30.000
2026-03-14 03:54:44.964,2026-03-14 03:54:44.921,N6017-4CSV,43.000
2026-03-14 03:54:45.052,2026-03-14 03:54:45.023,N6018-6COE,29.000
2026-03-14 03:54:45.152,2026-03-14 03:54:45.125,N6019-XMPJ,27.000
2026-03-14 03:54:45.269,2026-03-14 03:54:45.226,N6020-M5KA,43.000
2026-03-14 03:54:45.354,2026-03-14 03:54:45.328,N6021-Q501,26.000
2026-03-14 03:54:45.455,2026-03-14 03:54:45.429,N6022-11GM,26.000
2026-03-14 03:54:45.574,2026-03-14 03:54:45.531,N6023-IQK8,43.000
2026-03-14 03:54:45.655,2026-03-14 03:54:45.632,N6024-ZU73,23.000
2026-03-14 03:54:45.756,2026-03-14 03:54:45.734,N6025-X16U,22.000
2026-03-14 03:54:45.876,2026-03-14 03:54:45.835,N6026-VMRZ,41.000
2026-03-14 03:54:46.028,2026-03-14 03:54:45.937,N6027-Q7FU,91.000
2026-03-14 03:54:46.058,2026-03-14 03:54:46.038,N6028-Z2XT,20.000
2026-03-14 03:54:46.179,2026-03-14 03:54:46.140,N6029-UD9L,39.000
2026-03-14 03:54:46.309,2026-03-14 03:54:46.241,N6030-V0YV,68.000
2026-03-14 03:54:46.359,2026-03-14 03:54:46.343,N6031-5QM6,16.000
2026-03-14 03:54:46.482,2026-03-14 03:54:46.444,N6032-Y1H1,38.000
2026-03-14 03:54:46.611,2026-03-14 03:54:46.546,N6033-K116,65.000
2026-03-14 03:54:46.712,2026-03-14 03:54:46.647,N6034-71K9,65.000
2026-03-14 03:54:46.786,2026-03-14 03:54:46.749,N6035-TNJL,37.000
2026-03-14 03:54:46.912,2026-03-14 03:54:46.851,N6036-TM31,61.000
2026-03-14 03:54:47.013,2026-03-14 03:54:46.952,N6037-Q5SE,61.000
2026-03-14 03:54:47.113,2026-03-14 03:54:47.054,N6038-MZSJ,59.000
2026-03-14 03:54:47.214,2026-03-14 03:54:47.155,N6039-JLER,59.000
2026-03-14 03:54:47.314,2026-03-14 03:54:47.257,N6040-26EB,57.000
2026-03-14 03:54:47.414,2026-03-14 03:54:47.358,N6041-IK1Q,56.000
2026-03-14 03:54:47.615,2026-03-14 03:54:47.561,N6043-OWEA,54.000
2026-03-14 03:54:47.715,2026-03-14 03:54:47.663,N6044-C6AY,52.000
2026-03-14 03:54:47.917,2026-03-14 03:54:47.866,N6046-N9WX,51.000
2026-03-14 03:54:48.017,2026-03-14 03:54:47.968,N6047-765C,49.000
2026-03-14 03:54:48.118,2026-03-14 03:54:48.070,N6048-G822,48.000
2026-03-14 03:54:48.219,2026-03-14 03:54:48.171,N6049-3U07,48.000
2026-03-14 03:54:48.420,2026-03-14 03:54:48.375,N6051-8UU4,45.000
2026-03-14 03:54:48.821,2026-03-14 03:54:48.776,N6052-K62F,45.000
2026-03-14 03:54:48.921,2026-03-14 03:54:48.877,N6053-WPGR,44.000
2026-03-14 03:54:49.122,2026-03-14 03:54:49.081,N6055-M33J,41.000
2026-03-14 03:54:49.222,2026-03-14 03:54:49.182,N6056-514P,40.000
2026-03-14 03:54:49.322,2026-03-14 03:54:49.284,N6057-6N9T,38.000
2026-03-14 03:54:49.423,2026-03-14 03:54:49.386,N6058-USOB,37.000
2026-03-14 03:54:49.523,2026-03-14 03:54:49.487,N6059-U84B,36.000
2026-03-14 03:54:49.623,2026-03-14 03:54:49.589,N6060-DRRA,34.000
2026-03-14 03:54:49.824,2026-03-14 03:54:49.793,N6062-6R1I,31.000
2026-03-14 03:54:49.924,2026-03-14 03:54:49.894,N6063-PTP8,30.000
2026-03-14 03:54:50.025,2026-03-14 03:54:49.996,N6064-T48I,29.000
2026-03-14 03:54:50.125,2026-03-14 03:54:50.098,N6065-UVXY,27.000
2026-03-14 03:54:50.226,2026-03-14 03:54:50.200,N6066-RZP5,26.000
2026-03-14 03:54:50.326,2026-03-14 03:54:50.301,N6067-MPN7,25.000
2026-03-14 03:54:50.426,2026-03-14 03:54:50.403,N6068-N3J3,23.000
2026-03-14 03:54:50.577,2026-03-14 03:54:50.505,N6069-JCO0,72.000
2026-03-14 03:54:50.627,2026-03-14 03:54:50.607,N6070-GLVO,20.000
2026-03-14 03:54:50.878,2026-03-14 03:54:50.810,N6072-JJ8N,68.000
2026-03-14 03:54:50.929,2026-03-14 03:54:50.912,N6073-LVTJ,17.000
2026-03-14 03:54:51.049,2026-03-14 03:54:51.013,N6074-9WIG,36.000
2026-03-14 03:54:51.179,2026-03-14 03:54:51.115,N6075-5BKY,64.000
2026-03-14 03:54:51.280,2026-03-14 03:54:51.217,N6076-SLOT,63.000
2026-03-14 03:54:51.350,2026-03-14 03:54:51.319,N6077-B4QQ,31.000
2026-03-14 03:54:51.481,2026-03-14 03:54:51.420,N6078-8CM6,61.000
2026-03-14 03:54:51.581,2026-03-14 03:54:51.522,N6079-HNQY,59.000
2026-03-14 03:54:51.682,2026-03-14 03:54:51.624,N6080-DRQR,58.000
2026-03-14 03:54:51.782,2026-03-14 03:54:51.725,N6081-RZPD,57.000
2026-03-14 03:54:51.882,2026-03-14 03:54:51.827,N6082-S6B1,55.000
2026-03-14 03:54:51.983,2026-03-14 03:54:51.929,N6083-H528,54.000
2026-03-14 03:54:52.083,2026-03-14 03:54:52.031,N6084-CVWC,52.000
2026-03-14 03:54:52.184,2026-03-14 03:54:52.132,N6085-7SU9,52.000
2026-03-14 03:54:52.284,2026-03-14 03:54:52.234,N6086-0F6L,50.000
2026-03-14 03:54:52.385,2026-03-14 03:54:52.336,N6087-NGPC,49.000
2026-03-14 03:54:52.486,2026-03-14 03:54:52.437,N6088-9W5F,49.000
2026-03-14 03:54:52.586,2026-03-14 03:54:52.539,N6089-ZNR7,47.000
2026-03-14 03:54:52.686,2026-03-14 03:54:52.641,N6090-T76N,45.000
2026-03-14 03:54:52.787,2026-03-14 03:54:52.743,N6091-99X0,44.000
2026-03-14 03:54:52.887,2026-03-14 03:54:52.844,N6092-H3NO,43.000
2026-03-14 03:54:52.987,2026-03-14 03:54:52.946,N6093-WF36,41.000
2026-03-14 03:54:53.088,2026-03-14 03:54:53.048,N6094-XFMC,40.000
2026-03-14 03:54:53.188,2026-03-14 03:54:53.149,N6095-XEZQ,39.000
2026-03-14 03:54:53.289,2026-03-14 03:54:53.251,N6096-FVDP,38.000
2026-03-14 03:54:53.390,2026-03-14 03:54:53.353,N6097-6PAU,37.000
2026-03-14 03:54:53.490,2026-03-14 03:54:53.455,N6098-IDX9,35.000
2026-03-14 03:54:53.591,2026-03-14 03:54:53.556,N6099-9CSV,35.000
2026-03-14 03:54:53.792,2026-03-14 03:54:53.760,N6101-P6QQ,32.000
2026-03-14 03:54:53.993,2026-03-14 03:54:53.963,N6103-4ETX,30.000
2026-03-14 03:54:54.093,2026-03-14 03:54:54.065,N6104-8UAC,28.000
2026-03-14 03:54:54.194,2026-03-14 03:54:54.167,N6105-Y965,27.000
2026-03-14 03:54:54.295,2026-03-14 03:54:54.268,N6106-PDQ3,27.000
2026-03-14 03:54:54.406,2026-03-14 03:54:54.370,N6107-DKOH,36.000
2026-03-14 03:54:54.496,2026-03-14 03:54:54.472,N6108-TYCX,24.000
2026-03-14 03:54:54.597,2026-03-14 03:54:54.574,N6109-EZ1E,23.000
2026-03-14 03:54:54.747,2026-03-14 03:54:54.675,N6110-95GT,72.000
2026-03-14 03:54:54.797,2026-03-14 03:54:54.777,N6111-8GE4,20.000
2026-03-14 03:54:54.908,2026-03-14 03:54:54.879,N6112-U33C,29.000
2026-03-14 03:54:55.049,2026-03-14 03:54:54.981,N6113-VMRA,68.000
2026-03-14 03:54:55.150,2026-03-14 03:54:55.082,N6114-K5QI,68.000
2026-03-14 03:54:55.221,2026-03-14 03:54:55.184,N6115-83KQ,37.000
2026-03-14 03:54:55.351,2026-03-14 03:54:55.286,N6116-PUWU,65.000
2026-03-14 03:54:55.451,2026-03-14 03:54:55.387,N6117-LCRT,64.000
2026-03-14 03:54:55.522,2026-03-14 03:54:55.489,N6118-0F6A,33.000
2026-03-14 03:54:55.652,2026-03-14 03:54:55.591,N6119-I8KW,61.000
2026-03-14 03:54:55.752,2026-03-14 03:54:55.693,N6120-TVAK,59.000
2026-03-14 03:54:55.853,2026-03-14 03:54:55.794,N6121-AM05,59.000
2026-03-14 03:54:55.954,2026-03-14 03:54:55.896,N6122-6APN,58.000
2026-03-14 03:54:56.054,2026-03-14 03:54:55.998,N6123-6QAO,56.000
2026-03-14 03:54:56.155,2026-03-14 03:54:56.099,N6124-2QY9,56.000
2026-03-14 03:54:56.255,2026-03-14 03:54:56.201,N6125-038B,54.000
2026-03-14 03:54:56.355,2026-03-14 03:54:56.303,N6126-EWZS,52.000
2026-03-14 03:54:56.456,2026-03-14 03:54:56.404,N6127-T6K7,52.000
2026-03-14 03:54:56.557,2026-03-14 03:54:56.506,N6128-OW1J,51.000
2026-03-14 03:54:56.657,2026-03-14 03:54:56.608,N6129-Y7R6,49.000
2026-03-14 03:54:56.758,2026-03-14 03:54:56.710,N6130-RQR1,48.000
2026-03-14 03:54:56.859,2026-03-14 03:54:56.811,N6131-0VU1,48.000
2026-03-14 03:54:56.959,2026-03-14 03:54:56.913,N6132-QT6M,46.000
2026-03-14 03:54:57.060,2026-03-14 03:54:57.015,N6133-AIFW,45.000
2026-03-14 03:54:57.161,2026-03-14 03:54:57.116,N6134-NZMX,45.000
2026-03-14 03:54:57.262,2026-03-14 03:54:57.218,N6135-BRFN,44.000
2026-03-14 03:54:57.362,2026-03-14 03:54:57.320,N6136-X3NC,42.000
2026-03-14 03:54:57.463,2026-03-14 03:54:57.422,N6137-CI4H,41.000
2026-03-14 03:54:57.563,2026-03-14 03:54:57.523,N6138-QQ2T,40.000
2026-03-14 03:54:57.664,2026-03-14 03:54:57.625,N6139-CS22,39.000
2026-03-14 03:54:57.764,2026-03-14 03:54:57.727,N6140-FSCK,37.000
2026-03-14 03:54:57.865,2026-03-14 03:54:57.829,N6141-PU11,36.000
2026-03-14 03:54:58.066,2026-03-14 03:54:58.032,N6143-6Z5L,34.000
2026-03-14 03:54:58.166,2026-03-14 03:54:58.134,N6144-2EV9,32.000
2026-03-14 03:54:58.267,2026-03-14 03:54:58.235,N6145-4J2G,32.000
2026-03-14 03:54:58.367,2026-03-14 03:54:58.337,N6146-VQ24,30.000
2026-03-14 03:54:58.467,2026-03-14 03:54:58.439,N6147-LX4P,28.000
2026-03-14 03:54:58.568,2026-03-14 03:54:58.541,N6148-86LY,27.000
2026-03-14 03:54:58.669,2026-03-14 03:54:58.642,N6149-GSHK,27.000
2026-03-14 03:54:58.769,2026-03-14 03:54:58.744,N6150-RNR0,25.000
2026-03-14 03:54:58.920,2026-03-14 03:54:58.846,N6151-0D1U,74.000
2026-03-14 03:54:58.971,2026-03-14 03:54:58.948,N6152-ELWK,23.000
2026-03-14 03:54:59.071,2026-03-14 03:54:59.049,N6153-YJMV,22.000
2026-03-14 03:54:59.221,2026-03-14 03:54:59.151,N6154-UNBY,70.000
2026-03-14 03:54:59.272,2026-03-14 03:54:59.253,N6155-6BTV,19.000
2026-03-14 03:54:59.382,2026-03-14 03:54:59.354,N6156-5V6X,28.000
2026-03-14 03:54:59.523,2026-03-14 03:54:59.456,N6157-2PY8,67.000
2026-03-14 03:54:59.574,2026-03-14 03:54:59.558,N6158-U5VD,16.000
2026-03-14 03:54:59.694,2026-03-14 03:54:59.660,N6159-QSI4,34.000
2026-03-14 03:54:59.824,2026-03-14 03:54:59.761,N6160-F5YF,63.000
2026-03-14 03:54:59.925,2026-03-14 03:54:59.863,N6161-WXAG,62.000
2026-03-14 03:55:00.026,2026-03-14 03:54:59.965,N6162-Q7OV,61.000
2026-03-14 03:55:00.126,2026-03-14 03:55:00.066,N6163-XOWG,60.000
2026-03-14 03:55:00.226,2026-03-14 03:55:00.168,N6164-1J7V,58.000
2026-03-14 03:55:00.326,2026-03-14 03:55:00.270,N6165-A271,56.000
2026-03-14 03:55:00.426,2026-03-14 03:55:00.372,N6166-T25Q,54.000
2026-03-14 03:55:00.526,2026-03-14 03:55:00.473,N6167-9IJH,53.000
2026-03-14 03:55:00.627,2026-03-14 03:55:00.575,N6168-F6LP,52.000
2026-03-14 03:55:00.727,2026-03-14 03:55:00.677,N6169-CQ17,50.000
2026-03-14 03:55:00.828,2026-03-14 03:55:00.779,N6170-NZC8,49.000
2026-03-14 03:55:00.928,2026-03-14 03:55:00.880,N6171-FM07,48.000
2026-03-14 03:55:01.028,2026-03-14 03:55:00.982,N6172-53JA,46.000
2026-03-14 03:55:01.129,2026-03-14 03:55:01.084,N6173-AIRK,45.000
2026-03-14 03:55:01.230,2026-03-14 03:55:01.185,N6174-8PM7,45.000
2026-03-14 03:55:01.330,2026-03-14 03:55:01.287,N6175-UQ75,43.000
2026-03-14 03:55:01.431,2026-03-14 03:55:01.389,N6176-MGTQ,42.000
2026-03-14 03:55:01.531,2026-03-14 03:55:01.490,N6177-0R1Q,41.000
2026-03-14 03:55:01.631,2026-03-14 03:55:01.592,N6178-VRQL,39.000
2026-03-14 03:55:01.732,2026-03-14 03:55:01.694,N6179-0H7X,38.000
2026-03-14 03:55:01.832,2026-03-14 03:55:01.796,N6180-4AV8,36.000
2026-03-14 03:55:01.933,2026-03-14 03:55:01.897,N6181-AEQI,36.000
