timestamp,node,frame_index,payload
2025-07-06 17:20:22.990,N5,0,N5000-URD6
2025-07-06 17:20:22.996,N5,1,N5001-NOPC
2025-07-06 17:20:22.002,N5,2,N5002-AKEX
2025-07-06 17:20:22.008,N5,3,N5003-XRJC
2025-07-06 17:20:22.014,N5,4,N5004-GV62
2025-07-06 17:20:23.020,N5,5,N5005-YEUB
2025-07-06 17:20:23.026,N5,6,N5006-BRZS
2025-07-06 17:20:23.032,N5,7,N5007-10TF
2025-07-06 17:20:23.038,N5,8,N5008-G58M
2025-07-06 17:20:23.043,N5,9,N5009-1HFI
2025-07-06 17:20:23.049,N5,10,N5010-U97U
2025-07-06 17:20:23.055,N5,11,N5011-4PX0
2025-07-06 17:20:23.061,N5,12,N5012-V3GY
2025-07-06 17:20:23.067,N5,13,N5013-260J
2025-07-06 17:20:23.074,N5,14,N5014-C55F
2025-07-06 17:20:23.081,N5,15,N5015-WV29
2025-07-06 17:20:23.087,N5,16,N5016-0JLQ
2025-07-06 17:20:23.093,N5,17,N5017-BJV2
2025-07-06 17:20:23.099,N5,18,N5018-QHAD
2025-07-06 17:20:23.104,N5,19,N5019-2FCT
2025-07-06 17:20:23.110,N5,20,N5020-OO46
2025-07-06 17:20:23.116,N5,21,N5021-OS77
2025-07-06 17:20:23.122,N5,22,N5022-I34A
2025-07-06 17:20:23.130,N5,23,N5023-TFF6
2025-07-06 17:20:23.136,N5,24,N5024-BY0M
2025-07-06 17:20:23.141,N5,25,N5025-RM30
2025-07-06 17:20:23.147,N5,26,N5026-SYI4
2025-07-06 17:20:23.153,N5,27,N5027-IK3N
2025-07-06 17:20:23.163,N5,28,N5028-2SQ0
2025-07-06 17:20:23.169,N5,29,N5029-Y3ED
2025-07-06 17:20:23.175,N5,30,N5030-PTJ4
2025-07-06 17:20:23.181,N5,31,N5031-X7YY
2025-07-06 17:20:23.186,N5,32,N5032-UOLB
2025-07-06 17:20:23.193,N5,33,N5033-JL7S
2025-07-06 17:20:23.199,N5,34,N5034-JBQH
2025-07-06 17:20:23.205,N5,35,N5035-VJPY
2025-07-06 17:20:23.210,N5,36,N5036-1GD9
2025-07-06 17:20:23.216,N5,37,N5037-WG61
2025-07-06 17:20:23.222,N5,38,N5038-FZBX
2025-07-06 17:20:23.228,N5,39,N5039-GSCS
2025-07-06 17:20:23.233,N5,40,N5040-RIA7
2025-07-06 17:20:23.239,N5,41,N5041-EWAA
2025-07-06 17:20:23.245,N5,42,N5042-WR6R
2025-07-06 17:20:23.251,N5,43,N5043-FVUO
2025-07-06 17:20:23.257,N5,44,N5044-A03F
2025-07-06 17:20:23.263,N5,45,N5045-6K8W
2025-07-06 17:20:23.269,N5,46,N5046-6BKX
2025-07-06 17:20:23.275,N5,47,N5047-ZGEP
2025-07-06 17:20:23.280,N5,48,N5048-RS51
2025-07-06 17:20:23.290,N5,49,N5049-W85G
2025-07-06 17:20:23.297,N5,50,N5050-UA2R
2025-07-06 17:20:23.303,N5,51,N5051-O7AJ
2025-07-06 17:20:23.314,N5,52,N5052-WLZV
2025-07-06 17:20:23.324,N5,53,N5053-0M4Y
2025-07-06 17:20:23.330,N5,54,N5054-Q73C
2025-07-06 17:20:23.340,N5,55,N5055-SYS5
2025-07-06 17:20:23.347,N5,56,N5056-YA4I
2025-07-06 17:20:23.355,N5,57,N5057-2WU5
2025-07-06 17:20:23.362,N5,58,N5058-42HP
2025-07-06 17:20:23.370,N5,59,N5059-TUUV
2025-07-06 17:20:23.376,N5,60,N5060-0WQI
2025-07-06 17:20:23.383,N5,61,N5061-NLVN
2025-07-06 17:20:23.389,N5,62,N5062-5PUQ
2025-07-06 17:20:23.396,N5,63,N5063-CM8I
2025-07-06 17:20:23.403,N5,64,N5064-TTCP
2025-07-06 17:20:23.410,N5,65,N5065-GO1Z
2025-07-06 17:20:23.423,N5,66,N5066-9QZ1
