timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 03:33:20.532,2026-03-04 03:33:14.168,N5000-1B05,-111.279
2026-03-04 03:33:20.682,2026-03-04 03:33:14.202,N5003-IC1D,4.721
2026-03-04 03:33:20.683,2026-03-04 03:33:14.213,N5004-B1ID,-5.279
2026-03-04 03:33:20.683,2026-03-04 03:33:14.224,N5005-EIFB,-16.279
2026-03-04 03:33:20.684,2026-03-04 03:33:14.235,N5006-A8FD,-26.279
2026-03-04 03:33:20.684,2026-03-04 03:33:14.246,N5007-A71F,-37.279
2026-03-04 03:33:20.685,2026-03-04 03:33:14.257,N5008-06IE,-47.279
2026-03-04 03:33:20.685,2026-03-04 03:33:14.268,N5009-2104,-58.279
2026-03-04 03:33:20.685,2026-03-04 03:33:14.279,N5010-JHEE,-69.279
2026-03-04 03:33:20.685,2026-03-04 03:33:14.290,N5011-5GH0,-80.279
2026-03-04 03:33:20.685,2026-03-04 03:33:14.301,N5012-96AF,-91.279
2026-03-04 03:33:20.696,2026-03-04 03:33:14.323,N5014-3B9G,-102.279
2026-03-04 03:33:20.696,2026-03-04 03:33:14.334,N5015-1AI8,-113.279
2026-03-04 03:33:20.808,2026-03-04 03:33:14.345,N5016-IIAH,-12.279
2026-03-04 03:33:20.808,2026-03-04 03:33:14.356,N5017-IJAA,-23.279
2026-03-04 03:33:20.809,2026-03-04 03:33:14.367,N5018-2G0C,-33.279
2026-03-04 03:33:20.809,2026-03-04 03:33:14.378,N5019-009G,-44.279
2026-03-04 03:33:20.809,2026-03-04 03:33:14.390,N5020-3BG4,-56.279
2026-03-04 03:33:20.810,2026-03-04 03:33:14.401,N5021-49FJ,-66.279
2026-03-04 03:33:20.810,2026-03-04 03:33:14.413,N5022-7GG6,-78.279
2026-03-04 03:33:20.810,2026-03-04 03:33:14.424,N5023-AE74,-89.279
2026-03-04 03:33:20.902,2026-03-04 03:33:14.435,N5024-G4DD,-8.279
2026-03-04 03:33:20.932,2026-03-04 03:33:14.447,N5025-71B8,9.721
2026-03-04 03:33:20.932,2026-03-04 03:33:14.469,N5027-0J6B,-12.279
2026-03-04 03:33:20.932,2026-03-04 03:33:14.481,N5028-595F,-24.279
