timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 00:43:23.939,2026-03-04 00:43:17.384,N5000-0E33,6555.000
2026-03-04 00:43:23.939,2026-03-04 00:43:17.387,N5001-25HB,6552.000
2026-03-04 00:43:23.940,2026-03-04 00:43:17.391,N5003-3B33,6549.000
2026-03-04 00:43:23.940,2026-03-04 00:43:17.394,N5004-AI6D,6546.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.397,N5005-C495,6545.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.399,N5006-FC06,6543.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.401,N5007-202A,6541.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.404,N5008-55C3,6538.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.410,N5009-3267,6532.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.413,N5010-DI06,6529.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.417,N5011-E455,6525.000
2026-03-04 00:43:24.033,2026-03-04 00:43:17.419,N5012-HCA8,6614.000
2026-03-04 00:43:24.034,2026-03-04 00:43:17.421,N5013-72F4,6613.000
2026-03-04 00:43:24.034,2026-03-04 00:43:17.423,N5014-AE59,6611.000
2026-03-04 00:43:24.034,2026-03-04 00:43:17.425,N5015-07C3,6609.000
2026-03-04 00:43:24.035,2026-03-04 00:43:17.427,N5016-266E,6608.000
2026-03-04 00:43:24.035,2026-03-04 00:43:17.430,N5017-143J,6605.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.477,N5039-G87F,6679.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.479,N5040-I589,6677.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.481,N5041-FH7B,6675.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.483,N5042-03HH,6673.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.485,N5043-9022,6671.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.487,N5044-FJ2A,6669.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.489,N5045-08D1,6667.000
2026-03-04 00:43:24.156,2026-03-04 00:43:17.491,N5046-6H35,6665.000
2026-03-04 00:43:24.238,2026-03-04 00:43:17.493,N5047-5BIC,6745.000
2026-03-04 00:43:24.238,2026-03-04 00:43:17.495,N5048-0EI6,6743.000
2026-03-04 00:43:24.238,2026-03-04 00:43:17.497,N5049-6EJ0,6741.000
2026-03-04 00:43:24.239,2026-03-04 00:43:17.514,N5057-D4AB,6725.000
2026-03-04 00:43:24.239,2026-03-04 00:43:17.516,N5058-9BB1,6723.000
2026-03-04 00:43:24.317,2026-03-04 00:43:17.542,N5063-AB2A,6775.000
2026-03-04 00:43:24.317,2026-03-04 00:43:17.556,N5064-H837,6761.000
2026-03-04 00:43:24.318,2026-03-04 00:43:17.563,N5068-5HC5,6755.000
2026-03-04 00:43:24.318,2026-03-04 00:43:17.565,N5069-F6AE,6753.000
2026-03-04 00:43:24.318,2026-03-04 00:43:17.588,N5073-H8H7,6730.000
2026-03-04 00:43:24.318,2026-03-04 00:43:17.589,N5074-9IBB,6729.000
2026-03-04 00:43:24.318,2026-03-04 00:43:17.604,N5075-57E0,6714.000
2026-03-04 00:43:24.319,2026-03-04 00:43:17.606,N5076-9J8B,6713.000
2026-03-04 00:43:24.319,2026-03-04 00:43:17.617,N5078-179E,6702.000
2026-03-04 00:43:24.319,2026-03-04 00:43:17.619,N5079-JECC,6700.000
2026-03-04 00:43:24.319,2026-03-04 00:43:17.621,N5080-F4DC,6698.000
2026-03-04 00:43:24.319,2026-03-04 00:43:17.629,N5081-E82J,6690.000
2026-03-04 00:43:24.413,2026-03-04 00:43:17.680,N5093-DB0I,6733.000
2026-03-04 00:43:24.413,2026-03-04 00:43:17.681,N5094-962C,6732.000
2026-03-04 00:43:24.413,2026-03-04 00:43:17.701,N5098-A1E7,6712.000
2026-03-04 00:43:24.413,2026-03-04 00:43:17.703,N5099-GDBJ,6710.000
2026-03-04 00:43:24.414,2026-03-04 00:43:17.728,N5104-E312,6686.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.732,N5106-2D5A,6774.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.733,N5107-G94E,6773.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.748,N5108-7E09,6758.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.749,N5109-25CD,6757.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.751,N5110-DC7F,6755.000
2026-03-04 00:43:24.506,2026-03-04 00:43:17.760,N5111-H76H,6746.000
2026-03-04 00:43:24.507,2026-03-04 00:43:17.762,N5112-91FC,6745.000
2026-03-04 00:43:24.507,2026-03-04 00:43:17.764,N5113-G1CE,6743.000
2026-03-04 00:43:24.508,2026-03-04 00:43:17.800,N5121-F3G3,6708.000
2026-03-04 00:43:24.508,2026-03-04 00:43:17.809,N5122-9774,6699.000
2026-03-04 00:43:24.508,2026-03-04 00:43:17.811,N5123-137J,6697.000
2026-03-04 00:43:24.509,2026-03-04 00:43:17.813,N5124-A1E9,6696.000
2026-03-04 00:43:24.509,2026-03-04 00:43:17.821,N5125-D32I,6688.000
2026-03-04 00:43:24.602,2026-03-04 00:43:17.826,N5127-ACF5,6776.000
2026-03-04 00:43:24.617,2026-03-04 00:43:17.828,N5128-BEGI,6789.000
2026-03-04 00:43:24.617,2026-03-04 00:43:17.830,N5129-CD9C,6787.000
2026-03-04 00:43:24.617,2026-03-04 00:43:17.843,N5130-38GG,6774.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.857,N5133-E807,6761.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.860,N5134-G63D,6758.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.862,N5135-9DIG,6756.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.870,N5136-D846,6748.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.877,N5139-FAB0,6741.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.879,N5140-C70I,6739.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.906,N5145-EE9H,6712.000
2026-03-04 00:43:24.618,2026-03-04 00:43:17.909,N5146-2G14,6709.000
2026-03-04 00:43:24.702,2026-03-04 00:43:17.925,N5150-IC17,6777.000
2026-03-04 00:43:24.702,2026-03-04 00:43:17.927,N5151-A83E,6775.000
2026-03-04 00:43:24.702,2026-03-04 00:43:17.954,N5156-3EEH,6748.000
2026-03-04 00:43:24.790,2026-03-04 00:43:18.020,N5173-6252,6770.000
2026-03-04 00:43:24.804,2026-03-04 00:43:18.134,N5198-CAB8,6670.000
2026-03-04 00:43:24.805,2026-03-04 00:43:18.143,N5199-255F,6662.000
