timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 00:50:36.407,2026-03-04 00:50:36.382,N1000-66AG,25.000
2026-03-04 00:50:36.457,2026-03-04 00:50:36.394,N1001-B1I0,63.000
2026-03-04 00:50:36.457,2026-03-04 00:50:36.406,N1002-1367,51.000
2026-03-04 00:50:36.457,2026-03-04 00:50:36.418,N1003-5GJI,39.000
2026-03-04 00:50:36.458,2026-03-04 00:50:36.429,N1004-1DIA,29.000
2026-03-04 00:50:36.507,2026-03-04 00:50:36.440,N1005-E6BA,67.000
2026-03-04 00:50:36.507,2026-03-04 00:50:36.452,N1006-CD2F,55.000
2026-03-04 00:50:36.508,2026-03-04 00:50:36.463,N1007-H23J,45.000
2026-03-04 00:50:36.508,2026-03-04 00:50:36.475,N1008-0J7G,33.000
2026-03-04 00:50:36.608,2026-03-04 00:50:36.486,N1009-HB75,122.000
2026-03-04 00:50:36.608,2026-03-04 00:50:36.499,N1010-I85J,109.000
2026-03-04 00:50:36.608,2026-03-04 00:50:36.516,N1011-H6JH,92.000
2026-03-04 00:50:36.609,2026-03-04 00:50:36.529,N1012-EG3J,80.000
2026-03-04 00:50:36.609,2026-03-04 00:50:36.540,N1013-D307,69.000
2026-03-04 00:50:36.609,2026-03-04 00:50:36.551,N1014-FE0H,58.000
2026-03-04 00:50:36.610,2026-03-04 00:50:36.562,N1015-H8G1,48.000
2026-03-04 00:50:36.701,2026-03-04 00:50:36.573,N1016-6JE9,128.000
2026-03-04 00:50:36.701,2026-03-04 00:50:36.584,N1017-982F,117.000
2026-03-04 00:50:36.702,2026-03-04 00:50:36.595,N1018-0G30,107.000
2026-03-04 00:50:36.702,2026-03-04 00:50:36.606,N1019-1196,96.000
2026-03-04 00:50:36.702,2026-03-04 00:50:36.618,N1020-22FD,84.000
2026-03-04 00:50:36.703,2026-03-04 00:50:36.629,N1021-2E58,74.000
2026-03-04 00:50:36.703,2026-03-04 00:50:36.643,N1022-057F,60.000
2026-03-04 00:50:36.703,2026-03-04 00:50:36.657,N1023-A2II,46.000
2026-03-04 00:50:36.703,2026-03-04 00:50:36.668,N1024-921G,35.000
2026-03-04 00:50:36.807,2026-03-04 00:50:36.679,N1025-3A8C,128.000
2026-03-04 00:50:36.808,2026-03-04 00:50:36.690,N1026-0912,118.000
2026-03-04 00:50:36.808,2026-03-04 00:50:36.701,N1027-HGCE,107.000
2026-03-04 00:50:36.809,2026-03-04 00:50:36.713,N1028-G5J0,96.000
2026-03-04 00:50:36.809,2026-03-04 00:50:36.724,N1029-E8C0,85.000
2026-03-04 00:50:36.809,2026-03-04 00:50:36.735,N1030-6GEG,74.000
2026-03-04 00:50:36.810,2026-03-04 00:50:36.749,N1031-EA3J,61.000
2026-03-04 00:50:36.810,2026-03-04 00:50:36.760,N1032-770A,50.000
2026-03-04 00:50:36.810,2026-03-04 00:50:36.771,N1033-AI3A,39.000
2026-03-04 00:50:36.811,2026-03-04 00:50:36.783,N1034-IAI8,28.000
2026-03-04 00:50:36.832,2026-03-04 00:50:36.794,N1035-3JHG,38.000
2026-03-04 00:50:36.857,2026-03-04 00:50:36.805,N1036-GHH5,52.000
2026-03-04 00:50:36.857,2026-03-04 00:50:36.817,N1037-CDB9,40.000
2026-03-04 00:50:36.858,2026-03-04 00:50:36.828,N1038-47BF,30.000
2026-03-04 00:50:36.907,2026-03-04 00:50:36.839,N1039-2JD7,68.000
2026-03-04 00:50:36.908,2026-03-04 00:50:36.850,N1040-3247,58.000
2026-03-04 00:50:36.908,2026-03-04 00:50:36.861,N1041-EF87,47.000
2026-03-04 00:50:36.959,2026-03-04 00:50:36.875,N1042-D6H1,84.000
2026-03-04 00:50:36.959,2026-03-04 00:50:36.886,N1043-7862,73.000
2026-03-04 00:50:36.960,2026-03-04 00:50:36.898,N1044-A3I4,62.000
2026-03-04 00:50:36.960,2026-03-04 00:50:36.909,N1045-9J6B,51.000
2026-03-04 00:50:36.960,2026-03-04 00:50:36.920,N1046-0C0I,40.000
2026-03-04 00:50:36.961,2026-03-04 00:50:36.931,N1047-8GCI,30.000
2026-03-04 00:50:36.961,2026-03-04 00:50:36.942,N1048-4DI3,19.000
2026-03-04 00:50:37.008,2026-03-04 00:50:36.954,N1049-4481,54.000
2026-03-04 00:50:37.008,2026-03-04 00:50:36.965,N1050-2BIH,43.000
2026-03-04 00:50:37.008,2026-03-04 00:50:36.977,N1051-144F,31.000
2026-03-04 00:50:37.009,2026-03-04 00:50:36.988,N1052-243H,21.000
2026-03-04 00:50:37.058,2026-03-04 00:50:36.999,N1053-C0CI,59.000
2026-03-04 00:50:37.058,2026-03-04 00:50:37.010,N1054-389D,48.000
2026-03-04 00:50:37.058,2026-03-04 00:50:37.021,N1055-6JI6,37.000
2026-03-04 00:50:37.059,2026-03-04 00:50:37.033,N1056-2J25,26.000
2026-03-04 00:50:37.069,2026-03-04 00:50:37.044,N1057-ADCB,25.000
2026-03-04 00:50:37.069,2026-03-04 00:50:37.055,N1058-1J30,14.000
2026-03-04 00:50:37.208,2026-03-04 00:50:37.073,N1059-51JH,135.000
2026-03-04 00:50:37.209,2026-03-04 00:50:37.084,N1060-CDIF,125.000
2026-03-04 00:50:37.209,2026-03-04 00:50:37.095,N1061-E2J0,114.000
2026-03-04 00:50:37.210,2026-03-04 00:50:37.106,N1062-G0EH,104.000
2026-03-04 00:50:37.210,2026-03-04 00:50:37.118,N1063-IF6E,92.000
2026-03-04 00:50:37.210,2026-03-04 00:50:37.129,N1064-I94H,81.000
2026-03-04 00:50:37.211,2026-03-04 00:50:37.140,N1065-II18,71.000
2026-03-04 00:50:37.211,2026-03-04 00:50:37.155,N1066-15IA,56.000
2026-03-04 00:50:37.222,2026-03-04 00:50:37.167,N1067-5FD0,55.000
2026-03-04 00:50:37.222,2026-03-04 00:50:37.179,N1068-576A,43.000
2026-03-04 00:50:37.223,2026-03-04 00:50:37.190,N1069-93C4,33.000
2026-03-04 00:50:37.304,2026-03-04 00:50:37.202,N1070-E8I7,102.000
2026-03-04 00:50:37.305,2026-03-04 00:50:37.218,N1071-I39B,87.000
2026-03-04 00:50:37.305,2026-03-04 00:50:37.229,N1072-G9H9,76.000
2026-03-04 00:50:37.305,2026-03-04 00:50:37.240,N1073-8FJ3,65.000
2026-03-04 00:50:37.305,2026-03-04 00:50:37.251,N1074-85E3,54.000
2026-03-04 00:50:37.306,2026-03-04 00:50:37.263,N1075-2226,43.000
2026-03-04 00:50:37.306,2026-03-04 00:50:37.280,N1076-79JB,26.000
2026-03-04 00:50:37.316,2026-03-04 00:50:37.291,N1077-E426,25.000
2026-03-04 00:50:37.358,2026-03-04 00:50:37.302,N1078-G23E,56.000
2026-03-04 00:50:37.359,2026-03-04 00:50:37.314,N1079-F0B6,45.000
2026-03-04 00:50:37.359,2026-03-04 00:50:37.325,N1080-EFJ9,34.000
2026-03-04 00:50:37.380,2026-03-04 00:50:37.336,N1081-BCG1,44.000
2026-03-04 00:50:37.380,2026-03-04 00:50:37.347,N1082-5GEJ,33.000
2026-03-04 00:50:37.380,2026-03-04 00:50:37.358,N1083-8CBJ,22.000
2026-03-04 00:50:37.391,2026-03-04 00:50:37.369,N1084-6II5,22.000
2026-03-04 00:50:37.411,2026-03-04 00:50:37.381,N1085-00B6,30.000
2026-03-04 00:50:37.411,2026-03-04 00:50:37.393,N1086-790D,18.000
2026-03-04 00:50:37.459,2026-03-04 00:50:37.404,N1087-JIDC,55.000
