timestamp_sink,timestamp_node,payload,delay_ms
2026-03-04 00:43:23.941,2026-03-04 00:43:17.380,N7000-HC7B,6561.000
2026-03-04 00:43:23.942,2026-03-04 00:43:17.382,N7001-7882,6560.000
2026-03-04 00:43:23.943,2026-03-04 00:43:17.419,N7015-8E0J,6524.000
2026-03-04 00:43:23.943,2026-03-04 00:43:17.421,N7016-9J1F,6522.000
2026-03-04 00:43:24.025,2026-03-04 00:43:17.427,N7019-BIBG,6598.000
2026-03-04 00:43:24.025,2026-03-04 00:43:17.430,N7020-7H3B,6595.000
2026-03-04 00:43:24.026,2026-03-04 00:43:17.436,N7023-DA60,6590.000
2026-03-04 00:43:24.026,2026-03-04 00:43:17.438,N7024-HA81,6588.000
2026-03-04 00:43:24.027,2026-03-04 00:43:17.444,N7027-1D5C,6583.000
2026-03-04 00:43:24.028,2026-03-04 00:43:17.446,N7028-BAEI,6582.000
2026-03-04 00:43:24.120,2026-03-04 00:43:17.453,N7031-BDD8,6667.000
2026-03-04 00:43:24.121,2026-03-04 00:43:17.456,N7032-59AH,6665.000
2026-03-04 00:43:24.122,2026-03-04 00:43:17.462,N7035-360D,6660.000
2026-03-04 00:43:24.122,2026-03-04 00:43:17.464,N7036-7EB9,6658.000
2026-03-04 00:43:24.123,2026-03-04 00:43:17.470,N7039-7259,6653.000
2026-03-04 00:43:24.123,2026-03-04 00:43:17.472,N7040-006A,6651.000
2026-03-04 00:43:24.215,2026-03-04 00:43:17.478,N7043-E4J7,6737.000
2026-03-04 00:43:24.215,2026-03-04 00:43:17.480,N7044-DJDB,6735.000
2026-03-04 00:43:24.216,2026-03-04 00:43:17.486,N7047-D345,6730.000
2026-03-04 00:43:24.216,2026-03-04 00:43:17.488,N7048-EC0H,6728.000
2026-03-04 00:43:24.217,2026-03-04 00:43:17.509,N7054-CAH8,6708.000
2026-03-04 00:43:24.217,2026-03-04 00:43:17.511,N7055-2876,6706.000
2026-03-04 00:43:24.308,2026-03-04 00:43:17.513,N7056-19I3,6795.000
2026-03-04 00:43:24.309,2026-03-04 00:43:17.517,N7058-666F,6792.000
2026-03-04 00:43:24.309,2026-03-04 00:43:17.541,N7059-G456,6768.000
2026-03-04 00:43:24.309,2026-03-04 00:43:17.547,N7062-HF4C,6762.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.549,N7063-3707,6761.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.551,N7064-95D7,6759.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.552,N7065-B3A5,6758.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.562,N7067-4DJJ,6748.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.564,N7068-917F,6746.000
2026-03-04 00:43:24.310,2026-03-04 00:43:17.566,N7069-0E1G,6744.000
2026-03-04 00:43:24.311,2026-03-04 00:43:17.595,N7072-BA87,6716.000
2026-03-04 00:43:24.311,2026-03-04 00:43:17.597,N7073-F1G6,6714.000
2026-03-04 00:43:24.311,2026-03-04 00:43:17.601,N7075-I0G9,6710.000
