06-03-2025 19:55:39.521,-,API2,"Sink 1,0013A20041839DB1,802.15.4 TH,2003,/dev/ttyUSB0 - 57600/8/M/1/N,1,46"

06-03-2025 19:55:02.090,0,RECV,7E007D318100041D0232004E343030302D55434D44C1
06-03-2025 19:55:02.151,1,RECV,7E007D318100011E0257004E313030302D4E354A33CA
06-03-2025 19:55:02.151,2,RECV,7E007D318100031A02D8004E333030302D5847533522
06-03-2025 19:55:02.151,3,RECV,7E007D318100041D0233004E343030312D5658544F97
06-03-2025 19:55:02.151,4,RECV,7E007D318100031A02D9004E333030312D4A344F5624
06-03-2025 19:55:02.151,5,RECV,7E007D318100041D0234004E343030322D58435748AC
06-03-2025 19:55:02.151,6,RECV,7E007D318100031902DA004E333030322D5655514604
06-03-2025 19:55:02.151,7,RECV,7E007D318100041D0235004E343030332D5047464BBC
06-03-2025 19:55:02.151,8,RECV,7E007D318100031902DC004E333030332D434939433B
06-03-2025 19:55:02.152,9,RECV,7E007D318100041D0236004E343030342D34435332E6
06-03-2025 19:55:02.152,10,RECV,7E007D318100031A02DD004E333030342D42394D5622
06-03-2025 19:55:02.152,11,RECV,7E007D318100011E025C004E313030342D4F4D4C5980
06-03-2025 19:55:02.152,12,RECV,7E007D318100041D0237004E343030352D5556535290
06-03-2025 19:55:02.152,13,RECV,7E007D318100031902DE004E333030352D4E56594200
06-03-2025 19:55:02.152,14,RECV,7E007D318100031902E0004E333030362D4344514420
06-03-2025 19:55:02.254,15,RECV,7E007D318100041D023A004E343030372D55524D499E
06-03-2025 19:55:02.268,16,RECV,7E007D318100031A02E1004E333030372D564C31580E
06-03-2025 19:55:02.268,17,RECV,7E007D318100011E025F004E313030372D464F4E498F
06-03-2025 19:55:02.268,18,RECV,7E007D318100041D023B004E343030382D3735303508
06-03-2025 19:55:02.268,19,RECV,7E007D318100031A02E2004E333030382D4754385212
06-03-2025 19:55:02.268,20,RECV,7E007D318100011E0260004E313030382D41415541A1
06-03-2025 19:55:02.268,21,RECV,7E007D318100041D023C004E343030392D36554B58A9
06-03-2025 19:55:02.268,22,RECV,7E007D318100031A02E3004E333030392D59555533FF
06-03-2025 19:55:02.268,23,RECV,7E007D318100011E0261004E313030392D32583449B0
06-03-2025 19:55:02.268,24,RECV,7E007D318100041D023D004E343031302D38575854A3
06-03-2025 19:55:02.268,25,RECV,7E007D318100031A02E4004E333031302D5A4F51340E
06-03-2025 19:55:02.268,26,RECV,7E007D318100031A02E5004E333031312D4C524E53FB
06-03-2025 19:55:02.268,27,RECV,7E007D318100022C027C004E323031312D39323331C4
06-03-2025 19:55:02.268,28,RECV,7E007D318100031A02E6004E333031322D34494F3339
06-03-2025 19:55:02.268,29,RECV,7E007D318100022C027D5D004E323031322D4253454C6B
06-03-2025 19:55:02.268,30,RECV,7E007D318100041C0240004E343031332D4D384E4ABC
06-03-2025 19:55:02.268,31,RECV,7E007D318100011E0264004E313031322D46475235A6
06-03-2025 19:55:02.268,32,RECV,7E007D318100031A02E7004E333031332D4B39443836
06-03-2025 19:55:02.268,33,RECV,7E007D318100041D0241004E343031342D32414255CC
06-03-2025 19:55:02.268,34,RECV,7E007D318100011F0265004E313031332D4C4554339F
06-03-2025 19:55:02.268,35,RECV,7E007D318100031902E8004E333031342D324B334342
06-03-2025 19:55:02.268,36,RECV,7E007D318100011F0266004E313031342D47335044A7
06-03-2025 19:55:02.347,37,RECV,7E007D318100031A02E9004E333031352D4F44465AFF
06-03-2025 19:55:02.366,38,RECV,7E007D318100011F0267004E313031352D43544339A0
06-03-2025 19:55:02.366,39,RECV,7E007D318100031A02EA004E333031362D4B584A380B
06-03-2025 19:55:02.367,40,RECV,7E007D318100022C0281004E323031362D534B344572
06-03-2025 19:55:02.367,41,RECV,7E007D318100011F0268004E313031362D51485A3589
06-03-2025 19:55:02.367,42,RECV,7E007D318100031A02EB004E333031372D4448485307
06-03-2025 19:55:02.367,43,RECV,7E007D318100011F0269004E313031372D4C594A556B
06-03-2025 19:55:02.367,44,RECV,7E007D318100041C0246004E343031392D43423549CA
06-03-2025 19:55:02.367,45,RECV,7E007D318100031A02EC004E333031382D334F55490C
06-03-2025 19:55:02.367,46,RECV,7E007D318100011F026A004E313031382D30584C5287
06-03-2025 19:55:02.367,47,RECV,7E007D318100041D0247004E343032302D35375742CE
06-03-2025 19:55:02.367,48,RECV,7E007D318100031A02ED004E333031392D465752300B
06-03-2025 19:55:02.367,49,RECV,7E007D318100011F026B004E313031392D50534A4579
06-03-2025 19:55:02.367,50,RECV,7E007D318100041C0248004E343032312D38484A4EBA
06-03-2025 19:55:02.367,51,RECV,7E007D318100031A02EE004E333032302D394A454920
06-03-2025 19:55:02.367,52,RECV,7E007D318100031A02EF004E333032312D4934383347
06-03-2025 19:55:02.367,53,RECV,7E007D318100022C0286004E323032312D505436436B
06-03-2025 19:55:02.367,54,RECV,7E007D318100031A02F0004E333032322D3837304945
06-03-2025 19:55:02.367,55,RECV,7E007D318100041C024B004E343032342D44475733B7
06-03-2025 19:55:02.367,56,RECV,7E007D318100011F026E004E313032322D433652479C
06-03-2025 19:55:02.367,57,RECV,7E007D318100031A02F1004E333032332D5A41474DFC
06-03-2025 19:55:02.367,58,RECV,7E007D318100041C024C004E343032352D5539424FAB
06-03-2025 19:55:02.367,59,RECV,7E007D318100011F026F004E313032332D37553444A8
06-03-2025 19:55:02.440,60,RECV,7E007D318100031A02F2004E333032342D4459355007
06-03-2025 19:55:02.459,61,RECV,7E007D318100041D024D004E343032362D4C414B5897
06-03-2025 19:55:02.460,62,RECV,7E007D318100011F0270004E313032342D3656415489
06-03-2025 19:55:02.460,63,RECV,7E007D318100031A02F3004E333032352D4B31454C1A
06-03-2025 19:55:02.460,64,RECV,7E007D318100022C028A004E323032352D474455455B
06-03-2025 19:55:02.460,65,RECV,7E007D318100041D024E004E343032372D4536544EA8
06-03-2025 19:55:02.460,66,RECV,7E007D318100011F0271004E313032352D37313646C4
06-03-2025 19:55:02.460,67,RECV,7E007D318100031A02F4004E333032362D5343303926
06-03-2025 19:55:02.460,68,RECV,7E007D318100022C028B004E323032362D47345A4465
06-03-2025 19:55:02.460,69,RECV,7E007D318100041C024F004E343032382D47364959A5
06-03-2025 19:55:02.460,70,RECV,7E007D318100011F0272004E313032362D5039355A8E
06-03-2025 19:55:02.460,71,RECV,7E007D318100031A02F5004E333032372D4553503704
06-03-2025 19:55:02.460,72,RECV,7E007D318100041C0250004E343032392D3455304ABF
06-03-2025 19:55:02.460,73,RECV,7E007D318100011F0273004E313032372D4B47413998
06-03-2025 19:55:02.460,74,RECV,7E007D318100031902F6004E333032382D4837485506
06-03-2025 19:55:02.460,75,RECV,7E007D318100011F0274004E313032382D42474336A0
06-03-2025 19:55:02.460,76,RECV,7E007D318100031902F7004E333032392D4531534512
06-03-2025 19:55:02.460,77,RECV,7E007D318100022C028E004E323032392D4458534841
06-03-2025 19:55:02.460,78,RECV,7E007D318100011F0275004E313032392D3453574D75
06-03-2025 19:55:02.460,79,RECV,7E007D318100041C0253004E343033322D565659516F
06-03-2025 19:55:02.460,80,RECV,7E007D318100031A02F8004E333033302D383737552B
06-03-2025 19:55:02.460,81,RECV,7E007D318100022C028F004E323033302D57384F5948
06-03-2025 19:55:02.533,82,RECV,7E007D318100041D0254004E343033332D575339548B
06-03-2025 19:55:02.533,83,RECV,7E007D318100031A02F9004E333033312D4D44393921
06-03-2025 19:55:02.534,84,RECV,7E007D318100022C0290004E323033312D355A4A564E
06-03-2025 19:55:02.537,85,RECV,7E007D318100041C0255004E343033342D47434C4AA1
06-03-2025 19:55:02.590,86,RECV,7E007D318100031A02FA004E333033322D4247423126
06-03-2025 19:55:02.591,87,RECV,7E007D318100041C0256004E343033352D4B53484F8A
06-03-2025 19:55:02.591,88,RECV,7E007D318100011F0278004E313033322D3849425090
06-03-2025 19:55:02.591,89,RECV,7E007D318100031A02FB004E333033332D51474544FF
06-03-2025 19:55:02.591,90,RECV,7E007D318100041C0257004E343033362D31434746BC
06-03-2025 19:55:02.591,91,RECV,7E007D318100011F0279004E313033332D4A54434F71
06-03-2025 19:55:02.591,92,RECV,7E007D318100031A02FC004E333033342D57464A4CEB
06-03-2025 19:55:02.591,93,RECV,7E007D318100041C0258004E343033372D3354314EB5
06-03-2025 19:55:02.591,94,RECV,7E007D318100031A02FD004E333033352D373054451C
06-03-2025 19:55:02.591,95,RECV,7E007D318100041C0259004E343033382D41594A389D
06-03-2025 19:55:02.591,96,RECV,7E007D318100031A02FE004E333033362D4B34593210
06-03-2025 19:55:02.591,97,RECV,7E007D318100041C025A004E343033392D4155595276
06-03-2025 19:55:02.591,98,RECV,7E007D318100031902FF004E333033372D4645574AED
06-03-2025 19:55:02.591,99,RECV,7E007D318100041C025B004E343034302D33493847C3
06-03-2025 19:55:02.591,100,RECV,7E007D31810003190201004E333033382D48553854ED
06-03-2025 19:55:02.591,101,RECV,7E007D318100041D025C004E343034312D46474C5989
06-03-2025 19:55:02.591,102,RECV,7E007D318100031A0202004E333033392D3755533103
06-03-2025 19:55:02.591,103,RECV,7E007D318100041D025D004E343034322D31524452A0
06-03-2025 19:55:02.591,104,RECV,7E007D31810003190203004E333034302D57595557BF
06-03-2025 19:55:02.591,105,RECV,7E007D318100041D025E004E343034332D31353557C5
