06-03-2025 21:41:12.932,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

06-03-2025 21:40:20.290,0,RECV,7E007D318100062E02E1004E363030302D4C573259F8
06-03-2025 21:40:20.294,1,RECV,7E007D318100053502E2004E353030302D4239493527
06-03-2025 21:40:20.440,2,RECV,7E007D318100083502AB004E383030312D4C5A593918
06-03-2025 21:40:20.440,3,RECV,7E007D318100062E02E3004E363030312D374F41510B
06-03-2025 21:40:20.440,4,RECV,7E007D318100053502E5004E353030312D4E574748E8
06-03-2025 21:40:20.441,5,RECV,7E007D318100073D0282004E373030312D304D475758
06-03-2025 21:40:20.541,6,RECV,7E007D318100083502AC004E383030322D45344A3853
06-03-2025 21:40:20.542,7,RECV,7E007D318100062E02E4004E363030322D3932584717
06-03-2025 21:40:20.542,8,RECV,7E007D318100053402E6004E353030322D4B553943FF
06-03-2025 21:40:20.542,9,RECV,7E007D318100073D0283004E373030322D4E48544B3C
06-03-2025 21:40:20.691,10,RECV,7E007D318100083602AD004E383030332D374F52591A
06-03-2025 21:40:20.693,11,RECV,7E007D318100062E02E5004E363030332D3741345A19
06-03-2025 21:40:20.693,12,RECV,7E007D318100053402E7004E353030332D385033302E
06-03-2025 21:40:20.791,13,RECV,7E007D318100083602AE004E383030342D565A444B0A
06-03-2025 21:40:20.798,14,RECV,7E007D318100062E02E6004E363030342D314F544BFE
06-03-2025 21:40:20.798,15,RECV,7E007D318100053602E8004E353030342D3031594D0E
06-03-2025 21:40:20.891,16,RECV,7E007D318100083702AF004E383030352D3742435238
06-03-2025 21:40:20.891,17,RECV,7E007D318100062E02E7004E363030352D5831394E0B
06-03-2025 21:40:20.901,18,RECV,7E007D318100053502E9004E353030352D47435851E1
06-03-2025 21:40:21.032,19,RECV,7E007D318100083602B0004E383030362D4952514514
06-03-2025 21:40:21.032,20,RECV,7E007D318100062E02E8004E363030362D52514D34F5
06-03-2025 21:40:21.032,21,RECV,7E007D318100053502EA004E353030362D4C42504AEA
06-03-2025 21:40:21.032,22,RECV,7E007D318100073D0287004E373030362D4E52475929
06-03-2025 21:40:21.142,23,RECV,7E007D318100083502B1004E383030372D32374F4C40
06-03-2025 21:40:21.179,24,RECV,7E007D318100062E02E9004E363030372D55525152CD
06-03-2025 21:40:21.183,25,RECV,7E007D318100053402EB004E353030372D4236334620
06-03-2025 21:40:21.183,26,RECV,7E007D318100073C0288004E373030372D344D5A4C41
06-03-2025 21:40:21.242,27,RECV,7E007D318100083602B2004E383030382D363941424F
06-03-2025 21:40:21.263,28,RECV,7E007D318100062E02EA004E363030382D54524F56CA
06-03-2025 21:40:21.263,29,RECV,7E007D318100053502EC004E353030382D34464159FA
06-03-2025 21:40:21.263,30,RECV,7E007D318100073D0289004E373030382D56354F503B
06-03-2025 21:40:21.393,31,RECV,7E007D318100083502B3004E383030392D364D394F35
06-03-2025 21:40:21.393,32,RECV,7E007D318100062E02EB004E363030392D41494947F9
06-03-2025 21:40:21.393,33,RECV,7E007D318100053502ED004E353030392D4B335A39FB
06-03-2025 21:40:21.393,34,RECV,7E007D318100073D028A004E373030392D3236334C7C
06-03-2025 21:40:21.493,35,RECV,7E007D318100083502B4004E383031302D504A564116
06-03-2025 21:40:21.543,36,RECV,7E007D318100062E02EC004E363031302D4B444E53EA
06-03-2025 21:40:21.543,37,RECV,7E007D318100053502EE004E353031302D474F4A4EE5
06-03-2025 21:40:21.544,38,RECV,7E007D318100073D028B004E373031302D32585A384E
06-03-2025 21:40:21.643,39,RECV,7E007D318100083502B5004E383031312D3946584B23
06-03-2025 21:40:21.643,40,RECV,7E007D318100062E02ED004E363031312D4E58574DCE
06-03-2025 21:40:21.643,41,RECV,7E007D318100053502EF004E353031312D47334E3415
06-03-2025 21:40:21.643,42,RECV,7E007D318100073D028C004E373031312D414642356A
06-03-2025 21:40:21.744,43,RECV,7E007D318100083502B6004E383031322D394132395E
06-03-2025 21:40:21.783,44,RECV,7E007D318100062E02EE004E363031322D3532425716
06-03-2025 21:40:21.784,45,RECV,7E007D318100073D028D004E373031322D444E303470
06-03-2025 21:40:21.844,46,RECV,7E007D318100083502B7004E383031332D42494F580F
06-03-2025 21:40:21.894,47,RECV,7E007D318100062E02EF004E363031332D46494F42F4
06-03-2025 21:40:21.930,48,RECV,7E007D318100073D028E004E373031332D524F53462A
06-03-2025 21:40:21.994,49,RECV,7E007D318100083602B8004E383031342D5044305525
06-03-2025 21:40:21.996,50,RECV,7E007D318100062F02F0004E363031342D4B57323409
06-03-2025 21:40:21.996,51,RECV,7E007D318100073E028F004E373031342D4359544F22
06-03-2025 21:40:22.094,52,RECV,7E007D318100083602B9004E383031352D433552551D
06-03-2025 21:40:22.144,53,RECV,7E007D318100062F02F1004E363031352D494D4C47E6
06-03-2025 21:40:22.145,54,RECV,7E007D318100073E0290004E373031352D4B454C453E
06-03-2025 21:40:22.225,55,RECV,7E007D318100083702BA004E383031362D4F3434542E
06-03-2025 21:40:22.243,56,RECV,7E007D318100063002F2004E363031362D35555743E8
06-03-2025 21:40:22.246,57,RECV,7E007D318100073E0291004E373031362D3434343889
06-03-2025 21:40:22.345,58,RECV,7E007D318100083602BB004E383031372D3742353951
06-03-2025 21:40:22.352,59,RECV,7E007D318100053502F5004E353031372D534D3043F2
06-03-2025 21:40:22.352,60,RECV,7E007D318100062E02F3004E363031372D4F485543DD
06-03-2025 21:40:22.356,61,RECV,7E007D318100073E0292004E373031372D49354F434B
06-03-2025 21:40:22.495,62,RECV,7E007D318100083602BC004E383031382D554F4253FD
06-03-2025 21:40:22.496,63,RECV,7E007D318100053502F6004E353031382D58484457C8
06-03-2025 21:40:22.496,64,RECV,7E007D318100062F02F4004E363031382D55563447E3
06-03-2025 21:40:22.496,65,RECV,7E007D318100073D0293004E373031382D484A4D4239
06-03-2025 21:40:22.595,66,RECV,7E007D318100083602BD004E383031392D5439595AF4
06-03-2025 21:40:22.596,67,RECV,7E007D318100053502F7004E353031392D594E3834EE
06-03-2025 21:40:22.596,68,RECV,7E007D318100062F02F5004E363031392D47354458EF
06-03-2025 21:40:22.596,69,RECV,7E007D318100073E0294004E373031392D544E423142
06-03-2025 21:40:22.696,70,RECV,7E007D318100083602BE004E383032302D424F414524
06-03-2025 21:40:22.746,71,RECV,7E007D318100053502F8004E353032302D5250374DE2
06-03-2025 21:40:22.746,72,RECV,7E007D318100062F02F6004E363032302D34575358D8
06-03-2025 21:40:22.746,73,RECV,7E007D318100073E0295004E373032302D4F54534325
06-03-2025 21:40:22.817,74,RECV,7E007D318100083602BF004E383032312D445A335810
06-03-2025 21:40:22.859,75,RECV,7E007D318100053502F9004E353032312D3055304A07
06-03-2025 21:40:22.862,76,RECV,7E007D318100062F02F7004E363032312D47384B48FA
06-03-2025 21:40:22.862,77,RECV,7E007D318100073D0296004E373032312D4635365755
06-03-2025 21:40:22.946,78,RECV,7E007D318100083602C0004E383032322D4C4D5158F5
06-03-2025 21:40:22.957,79,RECV,7E007D318100053602FA004E353032322D354E5831F7
06-03-2025 21:40:22.999,80,RECV,7E007D318100062F02F8004E363032322D4B505041DE
06-03-2025 21:40:22.999,81,RECV,7E007D318100073E0297004E373032322D574F554E7D31
06-03-2025 21:40:23.097,82,RECV,7E007D318100083602C1004E383032332D4A39344A34
06-03-2025 21:40:23.097,83,RECV,7E007D318100053502FB004E353032332D53573041E7
06-03-2025 21:40:23.097,84,RECV,7E007D318100062F02F9004E363032332D5858514FB8
06-03-2025 21:40:23.098,85,RECV,7E007D318100073E0298004E373032332D4849324F46
06-03-2025 21:40:23.197,86,RECV,7E007D318100083602C2004E383032342D4534324840
06-03-2025 21:40:23.197,87,RECV,7E007D318100053502FC004E353032342D4B315530FF
06-03-2025 21:40:23.198,88,RECV,7E007D318100062F02FA004E363032342D444E454CE3
06-03-2025 21:40:23.198,89,RECV,7E007D318100073E0299004E373032342D3242395950
06-03-2025 21:40:23.297,90,RECV,7E007D318100083602C3004E383032352D4B38464A1E
06-03-2025 21:40:23.347,91,RECV,7E007D318100053502FD004E353032352D5142344EE9
06-03-2025 21:40:23.347,92,RECV,7E007D318100062F02FB004E363032352D46384F5ADD
06-03-2025 21:40:23.347,93,RECV,7E007D318100073D029A004E373032352D544A32592C
06-03-2025 21:40:23.448,94,RECV,7E007D318100083602C4004E383032362D4E38444C19
06-03-2025 21:40:23.469,95,RECV,7E007D318100053602FE004E353032362D4A58534FB7
06-03-2025 21:40:23.472,96,RECV,7E007D318100062F02FC004E363032362D4A384F4EE3
06-03-2025 21:40:23.472,97,RECV,7E007D318100073E029B004E373032362D313733387F
06-03-2025 21:40:23.548,98,RECV,7E007D318100083602C5004E383032372D5933334F1F
06-03-2025 21:40:23.548,99,RECV,7E007D318100053502FF004E353032372D36344F47FA
06-03-2025 21:40:23.598,100,RECV,7E007D318100062F02FD004E363032372D57505744BE
06-03-2025 21:40:23.612,101,RECV,7E007D318100073E029C004E373032372D4B4F505A0C
06-03-2025 21:40:23.658,102,RECV,7E007D318100083602C6004E383032382D3152473130
06-03-2025 21:40:23.698,103,RECV,7E007D31810005350201004E353032382D36423458F3
06-03-2025 21:40:23.698,104,RECV,7E007D318100062F02FE004E363032382D4431374B07
06-03-2025 21:40:23.699,105,RECV,7E007D318100073E029D004E373032382D483958581D
06-03-2025 21:40:23.798,106,RECV,7E007D318100083802C7004E383032392D414F444E05
