05-08-2025 16:50:00.571,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB1 - 57600/8/M/1/N,1,46"

05-08-2025 16:49:10.259,0,RECV,7E000F81000019024E343030302D37554C397D33
05-08-2025 16:49:10.308,1,RECV,7E000F81000042024E373030312D4D4B474BCD
05-08-2025 16:49:10.309,2,RECV,7E000F81000019024E343030312D4F4C34470D
05-08-2025 16:49:10.379,3,RECV,7E000F81000019024E343030322D52525751D6
05-08-2025 16:49:10.379,4,RECV,7E000F81000037024E383030312D384730341E
05-08-2025 16:49:10.380,5,RECV,7E000F81000019024E343030332D534B3159F9
05-08-2025 16:49:10.380,6,RECV,7E007D3381000037000BFFFFFFFFFFFFFFFF0000005348A9
05-08-2025 16:49:10.380,7,RECV,7E000F81000019024E343030342D3154325712
05-08-2025 16:49:10.380,8,RECV,7E007D3381000021000AFFFFFFFFFFFFFFFF0000005348C0
05-08-2025 16:49:10.380,9,RECV,7E000F81000021024E333030312D564D3754EE
05-08-2025 16:49:10.380,10,RECV,7E000F81000021024E333030322D44564C4AEB
05-08-2025 16:49:10.380,11,RECV,7E007D3381000041000BFFFFFFFFFFFFFFFF00000053489F
05-08-2025 16:49:10.380,12,RECV,7E007D3381000019000EFFFFFFFFFFFFFFFF0000005348C4
05-08-2025 16:49:10.380,13,RECV,7E000F81000038024E383030322D49593335F5
05-08-2025 16:49:10.380,14,RECV,7E000F81000021024E333030332D4C4538430E
05-08-2025 16:49:10.380,15,RECV,7E000F81000038024E383030332D4757544CC0
05-08-2025 16:49:10.380,16,RECV,7E000F81000021024E333030342D4133503322
05-08-2025 16:49:10.381,17,RECV,7E000F81000038024E383030352D4D325834F1
05-08-2025 16:49:10.381,18,RECV,7E000F81000021024E333030352D5555435AD1
05-08-2025 16:49:10.381,19,RECV,7E000F81000019024E343030352D344344560E
05-08-2025 16:49:10.381,20,RECV,7E000F81000042024E373030332D47535738CC
05-08-2025 16:49:10.381,21,RECV,7E000F81000042024E373030342D414E4147DD
05-08-2025 16:49:10.381,22,RECV,7E000F81000038024E383030362D464E3459DA
05-08-2025 16:49:10.381,23,RECV,7E000F81000021024E333030362D553835447D31
05-08-2025 16:49:10.381,24,RECV,7E000F81000038024E383030372D4D4B5454BA
05-08-2025 16:49:10.381,25,RECV,7E000F81000021024E333030372D49394A4406
05-08-2025 16:49:10.381,26,RECV,7E000F81000019024E343030362D4E31393630
05-08-2025 16:49:10.381,27,RECV,7E000F81000042024E373030352D464230300B
05-08-2025 16:49:10.409,28,RECV,7E000F81000021024E333030382D4652555ACE
