06-09-2025 16:23:24.623,-,API2,"Sink 2,0013A20041839DCA,802.15.4 TH,2003,/dev/ttyUSB2 - 57600/8/M/1/N,1,46"

06-09-2025 16:20:42.380,0,RECV,7E000F81000421024E343030302D3932434624
06-09-2025 16:20:42.380,1,RECV,7E000F8100073E024E373030302D4E494935E0
06-09-2025 16:20:42.461,2,RECV,7E000F81000421024E343030312D5334593502
06-09-2025 16:20:42.461,3,RECV,7E000F81000834024E383030312D45534236EC
06-09-2025 16:20:42.461,4,RECV,7E000F81000421024E343030322D31544652F9
06-09-2025 16:20:42.461,5,RECV,7E000F81000835024E383030322D37335355E8
06-09-2025 16:20:42.461,6,RECV,7E000F81000421024E343030332D325230451C
06-09-2025 16:20:42.461,7,RECV,7E000F81000835024E383030332D314F4F37F3
06-09-2025 16:20:42.461,8,RECV,7E000F81000421024E343030342D50315154EE
06-09-2025 16:20:42.461,9,RECV,7E000F8100073E024E373030332D344D3454E9
06-09-2025 16:20:42.461,10,RECV,7E000F81000834024E383030342D524A5A52B1
06-09-2025 16:20:42.461,11,RECV,7E000F81000421024E343030352D4E523443FC
06-09-2025 16:20:42.461,12,RECV,7E000F8100073D024E373030342D454B4A54C4
06-09-2025 16:20:42.461,13,RECV,7E000F81000421024E343030362D54575559B9
06-09-2025 16:20:42.462,14,RECV,7E000F8100073E024E373030352D35335138FF
06-09-2025 16:20:42.462,15,RECV,7E000F81000421024E343030372D314930590E
06-09-2025 16:20:42.462,16,RECV,7E000F81000834024E383030362D53434839E0
06-09-2025 16:20:42.462,17,RECV,7E000F81000421024E343030382D314C575AE2
06-09-2025 16:20:42.462,18,RECV,7E000F81000835024E383030372D53354A45DE
06-09-2025 16:20:42.462,19,RECV,7E000F81000421024E343030392D3045313930
06-09-2025 16:20:42.462,20,RECV,7E000F81000834024E383030382D555A5054A2
06-09-2025 16:20:42.462,21,RECV,7E000F81000421024E343031302D3348544BFD
06-09-2025 16:20:42.462,22,RECV,7E000F8100073E024E373030372D49494A31E1
06-09-2025 16:20:42.462,23,RECV,7E000F81000421024E343031312D474B3455FB
06-09-2025 16:20:42.462,24,RECV,7E000F81000834024E383030392D52324D55CE
06-09-2025 16:20:42.462,25,RECV,7E000F81000421024E343031322D3355515AE2
06-09-2025 16:20:42.463,26,RECV,7E000F81000835024E383031302D4E523657CE
06-09-2025 16:20:42.463,27,RECV,7E000F81000421024E343031332D3636394926
06-09-2025 16:20:42.554,28,RECV,7E000F81000834024E383031312D4F32324206
06-09-2025 16:20:42.558,29,RECV,7E000F81000421024E343031342D53524549E0
06-09-2025 16:20:42.558,30,RECV,7E000F81000834024E383031322D51433746E9
06-09-2025 16:20:42.558,31,RECV,7E000F81000421024E343031352D5758374EDE
06-09-2025 16:20:42.558,32,RECV,7E000F81000834024E383031332D4D395635E8
06-09-2025 16:20:42.558,33,RECV,7E000F81000421024E343031362D4B524C50D8
06-09-2025 16:20:42.559,34,RECV,7E000F81000835024E383031342D4E4B5939CC
06-09-2025 16:20:42.560,35,RECV,7E000F81000422024E343031372D4B355844F3
06-09-2025 16:20:42.560,36,RECV,7E000F81000834024E383031352D35454B43EF
06-09-2025 16:20:42.560,37,RECV,7E000F81000421024E343031382D4E415039F7
06-09-2025 16:20:42.560,38,RECV,7E000F81000421024E343031392D3655394505
06-09-2025 16:20:42.560,39,RECV,7E000F81000834024E383031362D47305950D6
06-09-2025 16:20:42.593,40,RECV,7E000F81000421024E343032302D5A494441EE
06-09-2025 16:20:42.626,41,RECV,7E000F81000834024E383031372D57364348DD
06-09-2025 16:20:42.626,42,RECV,7E000F81000421024E343032312D363951480D
06-09-2025 16:20:42.626,43,RECV,7E000F81000834024E383031382D5A424252C4
06-09-2025 16:20:42.626,44,RECV,7E000F81000421024E343032322D53594756CB
06-09-2025 16:20:42.626,45,RECV,7E000F81000834024E383031392D5A374953C6
06-09-2025 16:20:42.626,46,RECV,7E000F81000421024E343032332D3230393246
06-09-2025 16:20:42.626,47,RECV,7E000F81000834024E383032302D49574148D2
06-09-2025 16:20:42.626,48,RECV,7E000F81000422024E343032342D5A37353714
06-09-2025 16:20:42.626,49,RECV,7E000F81000834024E383032312D52444932E9
06-09-2025 16:20:42.626,50,RECV,7E000F81000421024E343032352D4C3247321A
06-09-2025 16:20:42.626,51,RECV,7E000F81000835024E383032322D4B474152D3
06-09-2025 16:20:42.626,52,RECV,7E000F81000421024E343032362D4638514AF7
06-09-2025 16:20:42.626,53,RECV,7E000F81000834024E383032332D4B424F59C3
06-09-2025 16:20:42.650,54,RECV,7E000F81000421024E343032372D314E344C10
06-09-2025 16:20:42.652,55,RECV,7E000F81000834024E383032342D30574854D4
06-09-2025 16:20:42.652,56,RECV,7E000F81000422024E343032382D52505257C2
06-09-2025 16:20:42.652,57,RECV,7E000F81000834024E383032352D42515631DC
06-09-2025 16:20:42.652,58,RECV,7E000F81000421024E343032392D444239341A
06-09-2025 16:20:42.653,59,RECV,7E000F81000834024E383032362D41334850E9
06-09-2025 16:20:42.653,60,RECV,7E000F81000421024E343033302D5148474EE7
06-09-2025 16:20:42.653,61,RECV,7E000F81000834024E383032372D4E444D52C3
06-09-2025 16:20:42.653,62,RECV,7E000F81000421024E343033312D4F475746E1
06-09-2025 16:20:42.653,63,RECV,7E000F81000834024E383032382D36324849FA
06-09-2025 16:20:42.653,64,RECV,7E000F81000421024E343033322D314E44410F
06-09-2025 16:20:42.653,65,RECV,7E000F81000421024E343033332D35345458FD
06-09-2025 16:20:42.653,66,RECV,7E000F81000421024E343033342D51365249EF
06-09-2025 16:20:42.653,67,RECV,7E000F81000421024E343033352D374B4D370A
06-09-2025 16:20:42.653,68,RECV,7E000F81000421024E343033362D3539304E23
06-09-2025 16:20:42.653,69,RECV,7E000F81000421024E343033372D3457373616
06-09-2025 16:20:42.653,70,RECV,7E000F81000421024E343033382D5554534CC5
06-09-2025 16:20:42.653,71,RECV,7E000F81000421024E343034312D3641514407
06-09-2025 16:20:42.653,72,RECV,7E000F81000421024E343034322D4C475656D3
06-09-2025 16:20:42.653,73,RECV,7E000F81000421024E343034332D334D4B5AEC
06-09-2025 16:20:42.653,74,RECV,7E000F81000421024E343034352D59314D39FF
06-09-2025 16:20:42.653,75,RECV,7E000F81000421024E343034372D5641353809
06-09-2025 16:20:42.653,76,RECV,7E000F81000421024E343034392D465A4F51CB
06-09-2025 16:20:42.653,77,RECV,7E000F81000421024E343035302D3055484105
06-09-2025 16:20:42.653,78,RECV,7E000F81000421024E343035312D54574642DF
06-09-2025 16:20:42.653,79,RECV,7E000F81000421024E343035322D3856343817
06-09-2025 16:20:42.743,80,RECV,7E000F81000421024E343035332D59425654CB
06-09-2025 16:20:42.828,81,RECV,7E000F81000421024E343035342D49564432FA
06-09-2025 16:20:42.828,82,RECV,7E000F81000421024E343035352D4D555939DA
06-09-2025 16:20:42.828,83,RECV,7E000F81000421024E343035372D4749343612
06-09-2025 16:20:42.828,84,RECV,7E000F81000421024E343035382D48485A41E0
06-09-2025 16:20:42.828,85,RECV,7E000F81000422024E343035392D365A5153D5
06-09-2025 16:20:42.828,86,RECV,7E000F81000421024E343036302D5652564BC9
06-09-2025 16:20:42.828,87,RECV,7E000F81000834024E383035382D5A43454AC4
06-09-2025 16:20:42.828,88,RECV,7E000F81000421024E343036312D384E4F53E9
06-09-2025 16:20:42.828,89,RECV,7E000F81000834024E383035392D4256304DDA
06-09-2025 16:20:42.828,90,RECV,7E000F81000421024E343036322D4D324F44FE
06-09-2025 16:20:42.828,91,RECV,7E000F81000835024E383036302D47373751F0
06-09-2025 16:20:42.828,92,RECV,7E000F81000421024E343036332D4C5A4341E5
06-09-2025 16:20:42.828,93,RECV,7E000F81000834024E383036312D4E525144C1
06-09-2025 16:20:42.829,94,RECV,7E000F81000421024E343036342D50354B4BF3
06-09-2025 16:20:42.829,95,RECV,7E000F81000835024E383036322D48374751DD
06-09-2025 16:20:42.829,96,RECV,7E000F81000422024E343036352D57484252D9
06-09-2025 16:20:42.829,97,RECV,7E000F81000834024E383036332D45464856CB
06-09-2025 16:20:42.829,98,RECV,7E000F81000422024E343036362D3348305709
06-09-2025 16:20:42.829,99,RECV,7E000F81000834024E383036342D49555A42B9
06-09-2025 16:20:42.829,100,RECV,7E000F81000422024E343036372D4958323403
06-09-2025 16:20:42.829,101,RECV,7E000F81000834024E383036352D5356324FC8
06-09-2025 16:20:42.829,102,RECV,7E000F81000422024E343036382D41555344DC
